Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS
Khushi,Perfect,Blue,17-Sep-21,Amazing soumd quality,5
Prem kumar,Recommended,Spirit Lime,10-Jan-22,"Good sound quality, design, quality of.product as well based on the usage of the product will give 5 star. This review is not bough out review its my personal review",5
Md rehan,Worth it are not,Black,16-Oct-21,Good quality good package no doubt about quality. Bass also not bad. sound is quit lound is better. Wire quality also too good confidential when we use. Worth it at price,2
Joe,Worth to buy in this price range,White,29-Nov-21,Nice product for the budget range. I recommend to my friends to buy,4
sai,Worst Sound quality and build quality is worst,Blue,18-Oct-21,Don't ever buy this product worst sound quality and also damages your ears,1
ASHISH SHARMA,Value for money,Blue,30-Jun-21,Good bass. Value for money,5
Steve Prathik Fernandes,Good budgeted earphone.,Black,19-Jun-21,Earphones are good. But there were slight adjustments that I had to do in the equalizer so get the bass. Otherwise by default it sounds like there's no bass or treble.,4
Tintosabu,Good product,White,10-Dec-21,"Worth for money, good sound quality",4
Lawrence,Looks good and sound is good,Iguana,04-Aug-21,Doesn't work properly with laptop,3
Sandeep Singh,Work as Normal earphones nice in this range,Black,20-Nov-21,Work as Normal earphones nice in this range,4
Narendra,Poor chinese quality,Spirit Lime,23-Mar-22,This is my second boat ear phone that didn't last after a few weeks. The sound volume deceased on its own. Shame on them..,1
Susana,Headphone,Spirit Lime,17-Jul-21,"Nice one, quality is very good, worth for money",4
satyendra bhatia,PROBLEM IN EARPHONE,Spirit Lime,30-Nov-21,Have returned it to Imagine Marketing today through Xpressbees. Kindly expedite the process and send good product,1
Sandy Dhamija,Boat Earphones,Black,17-Jan-22,The media could not be loaded. Amazing super quality of boat earphones. Bass is superb. Sound is amazing.,5
Jagath N Gowda ,Good Quality,Black,09-Feb-22,It's Good Value of money,5
Amazon Customer,Not good.,White,05-May-22,Not good at all. I just spend 400 and this is not equal to 120.,2
Satyendra m.,In rush aria call audio not leasnable,Black,07-Jul-21,Sound good but bass head notAnd in rush aria call not audibleFull volume not good only medium volume good audibleOverall use this product indoor very good product,3
Boomalaa,Not good,Spirit Lime,29-May-22,First'time it will be clearly give sound bt 2 time this is no clear sound,4
amardeep,Good earphones,Black,13-Sep-21,Value for money,5
Jasir,Worth the price..,Black,30-Jan-22,Looking for a decent product at a reasonable price go for it,4
Amazon Customer,,Blue,04-Mar-22,Super,5
anilprem,Ok,Iguana,25-Jun-21,"Ok,",3
Vicky yadav,"Worst product, No bass",Iguana,24-Sep-21,"Do not buy this product, sound quality worst.Its look like cheap copy earphone.Worst one ever got.Total waste of money.",1
Ranjan Kumar Jena,Nice according to Price.,White,22-May-22,Nice according to Price.,5
hilal ahmad mir,Good value for money,Iguana,20-Sep-21,I didn't expect it to be good but after getting hold of it I was very much satisfied. It is made up of very good material whether earpieces or cord. In this price range it is a very good choice.,4
meenu P.,Very bad. I bought it months before and its not working now.,Black,07-Jan-22,This is really bad. People selling duplicate things on Amazon.I bought it three months before and its not working. I want to exchange it.,2
Prasanta Das,Product is not working after month,Iguana,25-Nov-21,"Product is not working after 5 monthPurchased on 2 July 2021, now it is not working one site earbud no sound Please let us know how to returnThis has 1 year warenty.",5
Navi,Sound quality is bad compair to realmi headphones with same price,Iguana,18-Nov-21,Sound quality is bad compair to realmi headphones with same price,2
Sneha G.,Gud sound quality,Spirit Lime,10-Oct-21,Bass is good... Volume also... Bt after keeping ths earbuds in the ear fr sometimes it'll get heated very quickly and hence it causes some irritation...,3
Sudhanshu Garg,Its good for those who wants more bass and full value in what I purchased for,White,26-Dec-21,For people who need more bass its really good as per the description given for more bass. Whomsoever dont want much bass its just ok and not that great.,5
Tabish khan,Great,Black,27-Nov-21,Great bass and sound quality,4
Anand,Too loose in ears,Iguana,16-Jul-21,Product build and sound quality is good but it's too loose in ear with almost no sound cancellation.,3
Akash c.,Nice,Spirit Lime,03-Sep-21,Nice decent quality according to price but you will feel little worry after putting in ear.... So adjust it after apply it takes time,4
Yogesh Kumar,FakeName Bassheads,Black,31-Aug-21,There is no bass provided.,2
santhosh,Poor build quality,Spirit Lime,06-Dec-21,Everything was fine but build quality was poor. My one side headset is not working. I kindly request Amazon for refund or reissue of new one,3
kashish kumar,Nice as per my requirement I don't like silicon tip,White,09-Nov-21,"Daily use, ver comfortable did not lock my ear and looks durable also",5
kirankudupudi,Worst sound quality,Black,21-Dec-21,Don't buy this ear phones..even china earphones gave best bass quality than this earphones..dear boat i didn't expected this type of product from your side..,1
Lakshman,Not working,Blue,04-Dec-21,Loose connection when connected with the phone and also the laptop. The audio levels are going down and up automatically,1
Mahesh Vasava ,Best in this price,Blue,25-Nov-21,"Sound is clear. Shape of earbud is perfect for ear. Overall in this price range, this is best.",5
Shweta Sharma,Fake first copy,Black,25-Jan-22,Seems to be a fake one. All of sudden earphones stopped working within 2 months.,1
k.murugavel,Nothing,White,12-Feb-22,Medium price,4
Aishwarya,Best fit to ear,Iguana,06-Nov-21,One of the best headphones in good price I like this type of headphones this type is not so popular so when you get this with best price,5
Muzammil Syed S,Less bass volume but voice clarity is fine,White,15-Mar-22,Less bass but voice clarity is great. Apt for voice calling or long hour talking person's. Not great for listening music.,3
surendra,really in this price is awesome,Blue,12-Nov-21,i really like in 250 quality is good also bass,5
Durgesh Hanswal,Made a Mistake,White,18-Apr-22,"Worst headphone , sound quality not up to mark also very tight in ear .. your ear will start painting after sometime. Not worth a penny or even a half star",1
Akash,Its good.,Iguana,07-Nov-21,"It's a nice product under budget. Not too loud, not too low good bass. If you love bass don't buy it, You will be disappointed. But it is nice. And okay for long use in this price range.",4
Shivraj,Average,Black,03-Aug-21,"Product is as per the discription. But the sound quality is average only. Mic is not so sensitive, so that each time need to hold the mic in hand and talk. Ok ok earphone.",3
Raj,the mouthpiece is too far away from the mouth area,White,02-Oct-21,the placement of the mouthpiece,3
Eldho ABRAHAM,Pause button not working,Black,09-Jan-22,The sound quality is decent not great. But the pause button is not working.,1
Mani,Not satisfied,Iguana,02-Dec-21,Quality of sound not good,3
Ajit Patayane,Most unexpected product from Boat.,White,29-Nov-21,Audio quality Bass Poor Bad Vocals Poor Basic Mids Poor Basic Call Quality OK Basic Build quality Good,1
Rahul Rawat,As expected,Iguana,26-Jun-21,Love the boat products as always,5
Vishnudevi s.,Good,Black,11-Jul-21,Superb product,5
Sanjeev,Useless to purchase,Black,16-Apr-22,No working after 20 days of purchase. Service center RDC Ghaziabad refused to provide service.,1
Sandeep Kumar G,Worth for its cost,Black,06-Jan-22,Worth for its cost,4
Vineetha,Fabulous Product and worth to Money...as of Now..,Spirit Lime,23-Sep-21,The headset is very good and we received with good package and same colour shown in pictures.Suggested anyone to buy and worth of the money.,5
sharun santhosh,Flickering roandom noise,Iguana,23-Oct-21,"left side of the headphone is making some random flckering sound, it's useless.. just within a week after buying it, i trusted boat.but this is not at fair",1
Nijin Narendranath,One ear piece not working after months usage,Blue,06-Nov-21,After 2 months usage one ear piece stopped working,2
Shiwangi,"Poor quality , unclear sound",Black,08-Feb-22,"Terrible product , nt even worth rs 50, sound echoes and you can't hear anything",1
Tharunbai,Must read,Blue,31-Dec-21,"Left side stop functioning on 3ed day...and boat compeny they r rejected my warenty request, they said it's not acceptable reson...",1
Fatima khan,This isn't working properly,Blue,17-Jan-22,I'm really disappointed this earphone isn't working What is the matter i have to exchange this but there's no option to return this kindly accept my request,1
