country,location_name,condition_text,air_quality_PM2.5,air_quality_PM10
Indonesia,Laos,Patchy rain nearby,21.3,32.5
Latvia,Riga,Patchy rain nearby,2.0,2.2
Lebanon,Beirut,Sunny,8.5,17.3
Lesotho,Maseru,Sunny,9.0,21.4
Liberia,Monrovia,Light rain shower,3.4,6.3
Thailand,Nan,Light rain shower,3.7,4.6
Liechtenstein,Vaduz,Sunny,0.5,0.6
Lithuania,Vilnius,Partly cloudy,2.6,2.8
Luxembourg,Luxembourg,Partly Cloudy,4.5,4.9
Madagascar,Antananarivo,Sunny,8.0,17.3
Malawi,Lilongwe,Sunny,2.6,6.3
Malaysia,Kuala Lumpur,Partly Cloudy,207.5,245.7
Mali,Bamako,Partly Cloudy,1.6,2.6
Malta,Valletta,Sunny,128.6,139.1
Marshall Islands,Majuro,Partly cloudy,0.9,2.9
Mauritania,Nouakchott,Sunny,26.8,101.0
Mauritius,Port Louis,Partly cloudy,1.5,3.8
Mexico,Mexico City,Sunny,29.5,42.9
Micronesia,Palikir,Partly cloudy,0.5,1.1
Iran,Chi Chi Khvar,Sunny,10.7,28.3
Monaco,Monaco,Sunny,4.1,5.7
Mongolia,Ulaanbaatar,Moderate or heavy rain with thunder,4.9,5.9
Montenegro,Podgorica,Sunny,4.6,6.4
Morocco,Rabat,Partly cloudy,1.8,5.4
Mozambique,Maputo,Sunny,3.0,8.5
Myanmar,Rangoon,Partly cloudy,8.3,13.4
Namibia,Windhoek,Sunny,6.4,11.7
Turkey,Yaren,Sunny,6.7,7.3
Nepal,Kathmandu,Cloudy,30.0,38.9
Netherlands,Amsterdam,Light rain,6.2,7.0
New Zealand,Wellington,Overcast,1.4,6.9
Nicaragua,Managua,Partly cloudy,5.0,6.6
Niger,Niamey,Sunny,15.4,64.2
Nigeria,Abuja,Partly Cloudy,2.8,4.2
North Korea,Pyongyang,Clear,28.2,39.2
Macedonia,Skopje,Sunny,5.2,6.8
Norway,Oslo,Overcast,0.5,0.6
Oman,Muscat,Sunny,31.9,64.1
Pakistan,Islamabad,Sunny,36.8,69.9
Palau,Adkip,Partly cloudy,0.5,0.5
Bolivia,National,Sunny,1.7,1.9
Panama,Panama City,Partly cloudy,13.6,15.9
Papua New Guinea,Port Moresby,Partly cloudy,2.5,6.6
Paraguay,Carreria,Sunny,28.6,28.8
Peru,Lima,Partly Cloudy,5.0,18.8
Philippines,Manila,Partly cloudy,101.9,122.6
Poland,Warsaw,Moderate rain,2.9,3.2
Portugal,Lisbon,Partly cloudy,0.8,2.0
Qatar,Doha,Sunny,36.6,57.8
Romania,Bucharest,Sunny,4.4,5.0
Russia,Moscow,Patchy rain nearby,1.6,2.3
Rwanda,Kigali,Partly cloudy,13.8,18.9
Saint Kitts and Nevis,Basseterre,Partly Cloudy,1.2,2.9
Saint Lucia,Castries,Thundery outbreaks in nearby,0.9,2.6
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,1.0,3.5
Samoa,Apia,Patchy rain nearby,2.7,5.8
San Marino,San Marino,Sunny,13.8,18.0
Belgium,'S Gravenjansdyk,Light rain shower,8.0,8.4
Saudi Arabia,Riyadh,Sunny,22.2,59.7
Senegal,Dakar,Partly Cloudy,12.3,58.5
Serbia,Belgrade,Sunny,9.0,10.5
Seychelles Islands,Victoria,Partly cloudy,1.5,4.1
Sierra Leone,Freetown,Heavy rain,0.9,1.5
Singapore,Singapore,Partly Cloudy,24.9,28.5
Slovakia,Bratislava,Sunny,5.1,6.1
Slovenia,Ljubljana,Sunny,6.0,7.5
Solomon Islands,Honiara,Clear,0.6,1.0
Somalia,Mogadishu,Patchy light drizzle,2.3,6.2
South Africa,Pretoria,Sunny,16.3,21.7
South Korea,Seoul,Clear,23.7,32.3
Sudan,Juba,Sunny,8.2,26.3
Spain,Madrid,Partly cloudy,0.5,0.8
Sri Lanka,Colombo,Patchy rain nearby,1.6,5.3
Sudan,Khartoum,Sunny,42.5,247.5
Suriname,Paramaribo,Partly cloudy,1.5,1.8
Sweden,Stockholm,Patchy rain nearby,0.8,1.2
Switzerland,Bern,Patchy rain nearby,2.5,2.9
Syria,Damascus,Sunny,16.6,57.2
Tajikistan,Dushanbe,Patchy light rain with thunder,5.0,9.0
Tanzania,Dodoma,Partly cloudy,3.5,5.5
Thailand,Bangkok,Cloudy,19.7,41.0
Timor-Leste,Dili,Clear,4.7,11.8
Bulgaria,Lom,Sunny,3.9,4.5
Tonga,Nuku`Aloia,Light rain,2.6,7.0
Trinidad and Tobago,Port Of Spain,Patchy rain nearby,0.7,1.0
Tunisia,Tunis,Sunny,15.3,50.4
Turkmenistan,Ashgabat,Partly cloudy,8.8,41.9
Tuvalu,Funafuti,Partly cloudy,1.7,6.3
Uganda,Kampala,Partly cloudy,5.5,7.9
Ukraine,Kyiv,Partly Cloudy,2.8,3.0
United Arab Emirates,Abu Dhabi,Sunny,27.3,68.0
United States of America,Washington Harbor,Overcast,0.8,2.0
Uruguay,Montevideo,Cloudy,6.7,12.6
Uzbekistan,Tashkent,Sunny,5.1,9.0
Vanuatu,Port Vila,Cloudy,1.5,4.7
Venezuela,Caracas,Partly cloudy,15.5,15.8
Vietnam,Hanoi,Light rain shower,41.9,51.6
Yemen,Sanaa,Patchy rain nearby,27.0,125.1
Zambia,Lusaka,Sunny,18.7,32.3
Zimbabwe,Harare,Sunny,33.9,38.2
Afghanistan,Kabul,Sunny,5.2,12.3
Albania,Tirana,Sunny,10.1,13.9
Algeria,Algiers,Partly cloudy,3.5,9.2
Andorra,Andorra La Vella,Patchy rain nearby,2.2,3.3
Angola,Luanda,Sunny,34.8,83.2
Antigua and Barbuda,Saint John's,Partly cloudy,1.2,5.0
Argentina,Buenos Aires,Overcast,13.0,16.9
Armenia,Yerevan,Partly cloudy,6.8,14.8
Australia,Canberra,Freezing fog,2.0,3.2
Austria,Vienna,Sunny,13.4,15.3
Azerbaijan,Baku,Partly cloudy,1.9,2.6
Bahamas,Nassau,Patchy rain nearby,4.5,14.6
Bahrain,Manama,Sunny,78.3,148.9
Bangladesh,Dhaka,Clear,14.8,18.3
Barbados,Bridgetown,Patchy rain nearby,1.4,6.1
Belarus,Minsk,Partly cloudy,1.2,1.3
Belgium,Brussels,Cloudy,3.0,4.0
Belize,Belmopan,Mist,1.9,2.0
Benin,Porto-Novo,Patchy rain nearby,4.3,6.9
Bhutan,Thimphu,Fog,7.6,9.2
Bolivia,Sucre,Sunny,3.0,9.1
Bosnia and Herzegovina,Sarajevo,Sunny,7.1,19.3
Botswana,Gaborone,Sunny,7.9,12.9
Brazil,Bras,Partly Cloudy,0.7,0.8
Brunei Darussalam,Bandar Seri Begawan,Patchy light drizzle,2.8,3.0
Bulgaria,Sofia,Sunny,4.1,4.6
Burkina Faso,Ouagadougou,Partly cloudy,10.1,37.2
Burundi,Bujumbura,Sunny,12.7,19.1
Madagascar,Ivory,Sunny,0.9,1.3
Cape Verde,Praia,Patchy rain nearby,13.0,103.5
Cambodia,Phnom Penh,Patchy rain nearby,5.0,11.7
Cameroon,Bafoussam,Patchy rain nearby,0.7,1.2
Canada,Ottawa,Partly cloudy,16.2,17.1
Central African Republic,Bangui,Partly Cloudy,0.5,0.7
Chad,N'djamena,Partly cloudy,9.2,33.5
Chile,Santiago,Partly cloudy,484.3,593.4
China,Beijing,Clear,92.1,115.6
Bulgaria,Bogot,Sunny,6.0,6.5
Comoros,Moroni,Sunny,3.3,7.3
Congo,Brazzaville,Partly cloudy,24.7,39.4
Costa Rica,San Ignacio,Mist,47.0,48.1
Croatia,Zagreb,Sunny,6.0,10.7
Cuba,Havana,Partly Cloudy,4.6,7.0
Cyprus,Nicosia,Partly cloudy,13.4,21.4
Czech Republic,Prague,Patchy rain nearby,3.9,4.5
Democratic Republic of Congo,Kinshasa,Partly cloudy,24.7,39.4
Denmark,Copenhagen,Partly cloudy,0.8,1.5
Djibouti,Djibouti,Partly cloudy,34.7,96.5
Dominica,Roseau,Light rain shower,0.9,2.4
Dominican Republic,Santo Domingo,Partly cloudy,12.5,16.5
Ecuador,Quito,Patchy rain nearby,22.1,25.7
Egypt,Cairo,Sunny,14.5,26.3
El Salvador,San Salvador,Heavy rain,6.3,8.9
Equatorial Guinea,Malabo,Partly cloudy,4.0,5.1
Eritrea,Asmara,Sunny,13.5,36.1
Estonia,Tallinn,Partly cloudy,4.2,5.0
Swaziland,Mbabane,Sunny,18.1,27.9
Ethiopia,Addis Ababa,Partly cloudy,14.6,62.9
Fiji Islands,Suva,Partly cloudy,3.4,4.5
Finland,Helsinki,Partly cloudy,1.3,2.2
France,Paris,Overcast,4.6,5.0
Gambia,Banjul,Partly cloudy,3.7,4.7
Georgia,Tbilisi,Sunny,4.2,5.4
Germany,Berlin,Light rain,1.8,2.1
Ghana,Accra,Partly cloudy,6.4,10.5
Greece,Athens,Sunny,3.1,3.9
Grenada,Saint George's,Partly cloudy,2.7,6.4
Guatemala,Guatemala City,Patchy rain nearby,45.0,57.6
Guinea,Conakry,Sunny,2.7,8.3
Guinea-Bissau,Bissau,Sunny,0.9,1.5
Guyana,Georgetown,Patchy rain nearby,2.2,2.6
Haiti,Port-Au-Prince,Partly Cloudy,6.8,12.9
Vatican City,Vatican City,Sunny,3.5,6.0
Honduras,Tegucigalpa,Overcast,0.6,2.8
Hungary,Budapest,Sunny,8.5,12.4
Iceland,Grindavik,Overcast,0.5,0.5
Indonesia,Jakarta,Clear,132.8,177.5
Iran,Tehran,Sunny,19.0,43.5
Iraq,Baghdad,Sunny,13.1,47.3
Ireland,Dublin,Sunny,1.6,2.6
Israel,Jerusalem,Sunny,12.0,21.2
Italy,Rome,Sunny,3.5,6.0
Jamaica,Norman Gardens,Sunny,14.1,18.9
Japan,Tokyo,Clear,37.1,40.6
Jordan,Amman,Sunny,17.8,34.6
Kazakhstan,Astana,Sunny,3.9,4.0
Kenya,Nairobi,Partly cloudy,8.4,20.1
Kiribati,Tarawa,Patchy rain nearby,2.1,11.1
Kuwait,Kuwait City,Sunny,33.6,187.0
Kyrghyzstan,Bishkek,Sunny,1.4,3.0
Indonesia,Laos,Patchy rain nearby,13.9,24.8
Latvia,Riga,Overcast,1.5,1.7
Lebanon,Beirut,Sunny,12.2,22.8
Lesotho,Maseru,Sunny,9.4,23.7
Liberia,Monrovia,Partly cloudy,2.4,10.1
Thailand,Nan,Clear,2.3,2.9
Liechtenstein,Vaduz,Sunny,4.5,8.9
Lithuania,Vilnius,Patchy rain nearby,4.3,4.6
Luxembourg,Luxembourg,Partly cloudy,4.7,4.9
Madagascar,Antananarivo,Sunny,5.5,13.8
Malawi,Lilongwe,Partly Cloudy,1.9,4.3
Malaysia,Kuala Lumpur,Patchy rain nearby,189.2,223.2
Mali,Bamako,Partly cloudy,2.8,11.0
Malta,Valletta,Sunny,121.1,126.0
Marshall Islands,Majuro,Partly cloudy,1.6,4.6
Mauritania,Nouakchott,Sunny,20.6,136.9
Mauritius,Port Louis,Patchy rain nearby,1.5,5.5
Mexico,Mexico City,Sunny,24.1,35.1
Micronesia,Palikir,Overcast,1.0,2.4
Iran,Chi Chi Khvar,Sunny,8.8,19.7
Monaco,Monaco,Patchy rain nearby,7.5,10.5
Mongolia,Ulaanbaatar,Patchy rain nearby,5.6,8.8
Morocco,Rabat,Sunny,1.3,5.0
Mozambique,Maputo,Sunny,49.9,62.5
Myanmar,Rangoon,Overcast,5.2,8.0
Namibia,Windhoek,Sunny,5.6,10.3
Turkey,Yaren,Sunny,9.3,10.7
Nepal,Kathmandu,Light rain,37.8,49.9
Netherlands,Amsterdam,Partly cloudy,1.4,3.3
New Zealand,Wellington,Clear,1.0,2.5
Nicaragua,Managua,Light rain shower,2.4,3.3
Niger,Niamey,Sunny,23.7,103.8
Nigeria,Abuja,Partly cloudy,5.3,8.7
North Korea,Pyongyang,Clear,16.1,31.1
Macedonia,Skopje,Sunny,6.4,7.2
Norway,Oslo,Sunny,0.5,0.6
Oman,Muscat,Sunny,35.5,69.1
Pakistan,Islamabad,Sunny,29.4,53.2
Palau,Adkip,Partly cloudy,0.5,1.2
Bolivia,National,Sunny,0.5,0.5
Panama,Panama City,Light rain shower,15.4,17.2
Papua New Guinea,Port Moresby,Partly Cloudy,2.4,6.3
Paraguay,Pasto,Sunny,2.0,2.1
Peru,Lima,Partly Cloudy,13.9,26.9
Philippines,Manila,Partly cloudy,56.2,75.3
Poland,Warsaw,Partly cloudy,2.5,2.9
Portugal,Lisbon,Partly cloudy,1.2,2.2
Qatar,Doha,Sunny,40.4,89.3
Romania,Bucharest,Sunny,6.1,6.8
Russia,Moscow,Partly Cloudy,2.5,3.7
Rwanda,Kigali,Partly cloudy,9.7,13.1
Saint Kitts and Nevis,Basseterre,Patchy light drizzle,1.0,3.8
Saint Lucia,Castries,Patchy rain nearby,1.8,8.5
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,2.9,13.4
Samoa,Apia,Light rain shower,2.2,5.2
Belgium,'S Gravenjansdyk,Partly cloudy,2.8,5.0
Saudi Arabia,Riyadh,Sunny,21.9,78.1
Senegal,Dakar,Sunny,9.9,15.9
Serbia,Belgrade,Sunny,11.0,12.7
Seychelles Islands,Victoria,Patchy rain nearby,3.0,16.5
Sierra Leone,Freetown,Patchy rain nearby,2.0,2.7
Singapore,Singapore,Partly Cloudy,25.4,30.5
Slovakia,Bratislava,Sunny,9.0,10.4
Slovenia,Ljubljana,Partly cloudy,6.6,9.7
Solomon Islands,Honiara,Clear,1.8,2.6
Somalia,Mogadishu,Partly cloudy,4.1,8.2
South Africa,Pretoria,Sunny,18.2,26.7
South Korea,Seoul,Clear,32.4,40.4
Sudan,Juba,Sunny,16.6,85.7
Spain,Madrid,Sunny,0.5,0.8
Sri Lanka,Colombo,Partly cloudy,2.0,5.0
Sudan,Khartoum,Sunny,38.3,242.9
Suriname,Paramaribo,Partly cloudy,1.2,1.4
Sweden,Stockholm,Partly cloudy,0.7,1.2
Switzerland,Bern,Sunny,6.9,10.4
Syria,Damascus,Sunny,15.6,51.1
Tajikistan,Dushanbe,Patchy rain nearby,3.2,6.2
Tanzania,Dodoma,Sunny,0.7,1.3
Thailand,Bangkok,Clear,29.9,56.5
Timor-Leste,Dili,Clear,2.3,5.6
Bulgaria,Lom,Sunny,5.6,6.1
Tonga,Nuku`Aloia,Partly Cloudy,2.0,6.9
Trinidad and Tobago,Port Of Spain,Overcast,1.4,2.6
Tunisia,Tunis,Sunny,23.0,95.0
Turkey,Ankara,Partly cloudy,3.9,4.7
Turkmenistan,Ashgabat,Partly cloudy,9.4,44.3
Tuvalu,Funafuti,Partly Cloudy,0.7,1.6
Uganda,Kampala,Sunny,7.0,12.5
Ukraine,Kyiv,Sunny,3.7,4.2
United Arab Emirates,Abu Dhabi,Sunny,36.1,55.3
United Kingdom,London,Partly cloudy,1.2,1.9
United States of America,Washington Harbor,Sunny,2.5,3.7
Uruguay,Montevideo,Mist,13.4,21.6
Uzbekistan,Tashkent,Sunny,3.7,8.0
Vanuatu,Port Vila,Overcast,21.8,25.4
Venezuela,Caracas,Partly cloudy,4.3,4.6
Vietnam,Hanoi,Clear,42.9,58.9
Yemen,Sanaa,Patchy rain nearby,20.7,81.5
Zambia,Lusaka,Sunny,45.5,71.5
Zimbabwe,Harare,Sunny,10.9,14.1
Afghanistan,Kabul,Patchy light rain,5.9,10.3
Albania,Tirana,Sunny,9.8,12.8
Algeria,Algiers,Sunny,1.7,3.4
Andorra,Andorra La Vella,Patchy light drizzle,0.5,0.6
Angola,Luanda,Sunny,42.3,94.8
Antigua and Barbuda,Saint John's,Partly Cloudy,0.8,2.3
Argentina,Buenos Aires,Sunny,10.1,17.5
Armenia,Yerevan,Patchy rain nearby,5.4,9.6
Australia,Canberra,Fog,3.1,7.4
Austria,Vienna,Sunny,2.8,3.4
Azerbaijan,Baku,Sunny,3.3,4.2
Bahamas,Nassau,Sunny,1.9,5.7
Bahrain,Manama,Sunny,33.7,72.4
Bangladesh,Dhaka,Patchy light rain,14.7,18.7
Barbados,Bridgetown,Partly cloudy,1.1,4.0
Belarus,Minsk,Partly cloudy,1.4,1.6
Belgium,Brussels,Light rain,5.0,6.5
Belize,Belmopan,Light rain shower,1.3,1.4
Benin,Porto-Novo,Patchy light rain with thunder,3.9,6.4
Bhutan,Thimphu,Patchy rain nearby,5.3,7.0
Bolivia,Sucre,Patchy rain nearby,3.0,7.3
Bosnia and Herzegovina,Sarajevo,Sunny,14.6,51.2
Botswana,Gaborone,Sunny,11.5,18.8
Brazil,Bras,Sunny,1.1,1.2
Brunei Darussalam,Bandar Seri Begawan,Light rain shower,2.4,2.6
Bulgaria,Sofia,Sunny,11.0,30.6
Burkina Faso,Ouagadougou,Sunny,5.2,13.7
Burundi,Bujumbura,Sunny,7.1,11.9
Madagascar,Ivory,Sunny,1.0,1.7
Cape Verde,Praia,Partly cloudy,7.5,20.7
Cambodia,Phnom Penh,Partly cloudy,3.2,8.9
Cameroon,Ngaoundere,Patchy rain nearby,0.5,0.6
Canada,Ottawa,Sunny,4.5,4.7
Central African Republic,Bangui,Partly cloudy,3.0,3.1
Chad,N'djamena,Partly cloudy,11.7,50.2
Chile,Santiago,Mist,740.1,906.5
China,Beijing,Clear,162.4,193.1
Bulgaria,Bogot,Sunny,10.7,22.2
Comoros,Moroni,Patchy rain nearby,1.4,4.8
Congo,Brazzaville,Sunny,22.8,40.8
Costa Rica,San Ignacio,Partly cloudy,26.6,28.3
Croatia,Zagreb,Sunny,9.1,10.5
Cuba,Havana,Thundery outbreaks in nearby,1.3,2.2
Cyprus,Nicosia,Sunny,14.9,25.1
Czech Republic,Prague,Sunny,5.7,6.4
Democratic Republic of Congo,Kinshasa,Mist,22.8,40.8
Denmark,Copenhagen,Sunny,1.3,2.9
Djibouti,Djibouti,Sunny,25.2,73.6
Dominica,Roseau,Patchy rain nearby,1.5,3.5
Dominican Republic,Santo Domingo,Partly Cloudy,4.1,5.9
Ecuador,Quito,Partly Cloudy,30.1,33.7
Egypt,Cairo,Sunny,13.6,36.5
El Salvador,San Salvador,Moderate rain,7.5,10.6
Equatorial Guinea,Malabo,Patchy rain nearby,3.6,4.3
Eritrea,Asmara,Patchy rain nearby,18.5,55.9
Estonia,Tallinn,Sunny,1.2,1.7
Swaziland,Mbabane,Partly Cloudy,12.8,17.5
Ethiopia,Addis Ababa,Partly cloudy,17.4,85.6
Fiji Islands,Suva,Light rain shower,0.9,1.4
Finland,Helsinki,Sunny,0.5,1.1
France,Paris,Cloudy,5.9,6.5
Gabon,Libreville,Partly Cloudy,9.5,14.8
Gambia,Banjul,Sunny,4.4,9.6
Georgia,Tbilisi,Patchy rain nearby,3.7,4.6
Germany,Berlin,Partly cloudy,5.0,7.9
Ghana,Accra,Partly cloudy,3.9,9.2
Greece,Athens,Sunny,4.0,4.4
Grenada,Saint George's,Partly cloudy,1.2,4.0
Guatemala,Guatemala City,Light rain,74.5,108.0
Guinea,Conakry,Partly cloudy,0.9,33.7
Guinea-Bissau,Bissau,Sunny,1.9,3.2
Guyana,Georgetown,Patchy rain nearby,1.3,1.6
Haiti,Port-Au-Prince,Patchy rain nearby,8.6,18.5
Vatican City,Vatican City,Sunny,28.7,40.1
Honduras,Tegucigalpa,Moderate rain,3.1,6.3
Hungary,Budapest,Partly Cloudy,6.0,6.4
Iceland,Vestmannaeyjar,Light drizzle,0.8,0.9
India,New Delhi,Partly Cloudy,27.6,87.0
Indonesia,Jakarta,Partly cloudy,200.9,275.2
Iran,Tehran,Sunny,16.5,34.1
Iraq,Baghdad,Sunny,10.5,20.4
Ireland,Dublin,Light rain,2.0,3.1
Israel,Jerusalem,Sunny,16.5,28.9
Italy,Rome,Sunny,28.7,40.1
Jamaica,Port Royal,Sunny,2.9,4.2
Japan,Tokyo,Partly Cloudy,32.1,36.8
Jordan,Amman,Sunny,14.2,32.5
Kazakhstan,Astana,Sunny,4.0,4.2
Kenya,Nairobi,Light rain shower,11.7,26.9
Kiribati,Tarawa,Patchy rain nearby,1.1,2.5
Kuwait,Kuwait City,Sunny,18.6,53.2
Kyrghyzstan,Bishkek,Sunny,18.7,20.7
Indonesia,Laos,Patchy rain nearby,17.4,32.1
Latvia,Riga,Sunny,2.7,3.1
Lebanon,Beirut,Sunny,17.1,30.2
Lesotho,Maseru,Sunny,9.9,23.8
Liberia,Monrovia,Partly cloudy,0.9,5.6
Thailand,Nan,Partly cloudy,1.1,1.5
Liechtenstein,Vaduz,Patchy rain nearby,3.0,5.0
Lithuania,Vilnius,Partly cloudy,1.1,1.3
Luxembourg,Luxembourg,Partly cloudy,5.1,5.3
Madagascar,Antananarivo,Sunny,4.8,11.6
Malawi,Lilongwe,Partly cloudy,1.9,3.6
Malaysia,Kuala Lumpur,Partly Cloudy,131.2,162.4
Maldives,Dhidhdhoo,Partly Cloudy,0.9,3.3
Mali,Bamako,Sunny,7.0,34.5
Malta,Valletta,Sunny,33.0,39.4
Marshall Islands,Majuro,Patchy rain nearby,2.3,11.2
Mauritania,Nouakchott,Sunny,120.0,485.5
Mauritius,Port Louis,Patchy rain nearby,2.5,7.1
Mexico,Mexico City,Overcast,20.3,25.2
Micronesia,Palikir,Overcast,0.9,2.3
Iran,Chi Chi Khvar,Sunny,8.3,14.5
Monaco,Monaco,Sunny,10.4,27.5
Mongolia,Ulaanbaatar,Moderate rain,0.5,0.6
Montenegro,Podgorica,Sunny,21.1,102.9
Morocco,Rabat,Partly cloudy,2.2,6.2
Mozambique,Maputo,Partly cloudy,12.5,18.2
Myanmar,Yangon,Partly Cloudy,6.6,10.5
Namibia,Windhoek,Sunny,2.5,3.8
Turkey,Yaren,Sunny,13.0,14.5
Nepal,Kathmandu,Partly cloudy,34.6,49.0
Netherlands,Amsterdam,Partly Cloudy,1.5,3.8
New Zealand,Wellington,Clear,1.0,1.8
Nicaragua,Managua,Moderate rain,5.4,6.8
Niger,Niamey,Sunny,15.1,64.3
Nigeria,Abuja,Light rain shower,2.6,3.5
North Korea,Pyongyang,Clear,9.4,14.7
Macedonia,Skopje,Sunny,8.4,21.3
Norway,Oslo,Sunny,0.5,0.7
Oman,Muscat,Sunny,25.1,71.7
Pakistan,Islamabad,Sunny,20.0,38.4
Palau,Koror,Patchy light drizzle,0.5,0.7
Bolivia,National,Partly Cloudy,0.5,0.5
Panama,Panama City,Light rain shower,4.1,5.2
Papua New Guinea,Port Moresby,Partly cloudy,3.1,12.8
Paraguay,Aurora,Overcast,1.9,1.9
Peru,Lima,Patchy rain nearby,45.0,61.5
Philippines,Manila,Patchy rain nearby,63.2,82.7
Poland,Warsaw,Sunny,2.2,3.0
Portugal,Lisbon,Partly Cloudy,3.2,6.8
Qatar,Doha,Sunny,71.9,184.9
Romania,Bucharest,Sunny,9.7,19.4
Russia,Moscow,Light rain,4.8,5.7
Rwanda,Kigali,Sunny,7.4,11.3
Saint Kitts and Nevis,Basseterre,Patchy rain nearby,1.3,4.2
Saint Lucia,Castries,Sunny,2.6,13.1
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,2.5,12.0
Samoa,Apia,Partly cloudy,1.5,4.3
San Marino,San Marino,Sunny,19.1,23.7
Belgium,'S Gravenjansdijk,Partly cloudy,3.0,4.5
Saudi Arabia,Riyadh,Overcast,20.1,68.8
Senegal,Dakar,Partly cloudy,17.9,108.0
Serbia,Belgrade,Sunny,11.8,30.7
Seychelles Islands,Victoria,Partly Cloudy,1.5,5.9
Sierra Leone,Freetown,Partly Cloudy,1.5,3.2
Singapore,Singapore,Partly cloudy,23.7,28.5
Slovakia,Bratislava,Sunny,4.8,5.2
Slovenia,Ljubljana,Sunny,8.8,20.2
Solomon Islands,Honiara,Light rain shower,0.5,0.6
Somalia,Mogadishu,Patchy rain nearby,2.3,9.0
South Africa,Pretoria,Sunny,23.8,39.4
South Korea,Seoul,Clear,23.3,28.9
Sudan,Juba,Sunny,11.1,43.8
Spain,Madrid,Light rain,0.5,0.8
Sri Lanka,Colombo,Moderate rain,1.9,4.1
Sudan,Khartoum,Sunny,25.9,119.6
Suriname,Paramaribo,Partly cloudy,1.6,1.9
Sweden,Stockholm,Sunny,1.5,2.4
Switzerland,Bern,Partly cloudy,6.2,7.2
Syria,Damascus,Sunny,14.9,40.9
Tajikistan,Dushanbe,Patchy rain nearby,3.0,6.2
Tanzania,Dodoma,Partly Cloudy,1.0,1.3
Thailand,Bangkok,Partly Cloudy,19.5,42.8
Timor-Leste,Dili,Clear,1.3,2.2
Russia,Lom,Patchy rain nearby,0.7,0.7
Tonga,Nuku`Aloia,Patchy rain nearby,1.5,4.7
Trinidad and Tobago,Port Of Spain,Overcast,2.2,3.7
Tunisia,Tunis,Sunny,23.9,62.3
Turkey,Ankara,Sunny,3.2,3.8
Turkmenistan,Ashgabat,Patchy light rain with thunder,10.2,52.2
Tuvalu,Funafuti,Partly cloudy,1.0,2.7
Uganda,Kampala,Sunny,4.8,8.0
Ukraine,Kyiv,Partly Cloudy,0.5,0.6
United Arab Emirates,Abu Dhabi,Sunny,97.9,129.2
United Kingdom,London,Sunny,2.9,5.1
United States of America,Washington Harbor,Sunny,6.3,7.7
Uruguay,Montevideo,Sunny,60.9,79.6
Uzbekistan,Tashkent,Sunny,9.0,12.6
Vanuatu,Port Vila,Partly cloudy,4.8,16.5
Venezuela,Caracas,Partly cloudy,3.5,3.8
Vietnam,Hanoi,Cloudy,36.7,49.3
Yemen,Sanaa,Partly Cloudy,29.3,107.1
Zambia,Lusaka,Sunny,9.8,16.0
Zimbabwe,Harare,Sunny,13.9,17.8
Afghanistan,Kabul,Sunny,6.6,9.2
Albania,Tirana,Sunny,18.3,38.3
Algeria,Algiers,Sunny,3.1,6.4
Andorra,Andorra La Vella,Patchy rain nearby,0.7,0.9
Angola,Luanda,Sunny,45.7,104.6
Antigua and Barbuda,Saint John's,Partly cloudy,1.7,6.5
Argentina,Buenos Aires,Light rain,2.5,3.3
Armenia,Yerevan,Partly cloudy,1.3,1.6
Australia,Canberra,Overcast,4.5,6.5
Austria,Vienna,Partly cloudy,11.4,16.8
Azerbaijan,Baku,Partly cloudy,3.6,3.8
Bahamas,Nassau,Partly cloudy,2.1,5.5
Bahrain,Manama,Sunny,61.6,91.2
Bangladesh,Dhaka,Patchy rain nearby,22.1,28.0
Barbados,Bridgetown,Partly cloudy,2.3,11.3
Belarus,Minsk,Sunny,3.8,5.1
Belgium,Brussels,Light rain,7.5,8.5
Belize,Belmopan,Partly cloudy,0.8,0.9
Benin,Porto-Novo,Partly cloudy,4.8,7.7
Bhutan,Thimphu,Patchy rain nearby,5.9,7.7
Bolivia,Sucre,Sunny,2.6,5.7
Bosnia and Herzegovina,Sarajevo,Sunny,20.5,86.6
Botswana,Gaborone,Sunny,13.5,16.2
Brazil,Bras,Sunny,1.6,1.7
Brunei Darussalam,Bandar Seri Begawan,Light rain,4.3,4.6
Bulgaria,Sofia,Sunny,8.2,20.6
Burkina Faso,Ouagadougou,Sunny,4.2,9.7
Burundi,Bujumbura,Partly cloudy,6.1,12.5
Madagascar,Ivory,Sunny,0.8,1.6
Cape Verde,Praia,Partly cloudy,7.3,35.2
Cambodia,Phnom Penh,Partly cloudy,6.2,12.4
Cameroon,Ngaoundere,Partly cloudy,0.7,1.1
Canada,Ottawa,Partly cloudy,0.5,0.6
Central African Republic,Bangui,Partly cloudy,0.5,0.6
Chad,N'djamena,Sunny,14.1,66.4
Chile,Santiago,Moderate rain,35.8,44.5
China,Beijing,Clear,130.9,157.1
Bulgaria,Bogot,Sunny,7.1,9.8
Comoros,Moroni,Patchy rain nearby,2.1,5.1
Congo,Brazzaville,Overcast,24.2,36.5
Costa Rica,San Ignacio,Sunny,42.4,43.9
Cuba,Havana,Partly cloudy,3.9,6.3
Cyprus,Nicosia,Partly cloudy,14.3,27.8
