Book,Num_Ratings,Genres
"A Merciful Death (Mercy Kilpatrick, #1)","49,085","['Mystery', 'Thriller', 'Romantic Suspense', 'Fiction', 'Romance', 'Suspense', 'Crime']"
"The Well of Ascension (Mistborn, #2)","401,575","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Audiobook', 'Magic']"
"The Sword of Shannara (The Original Shannara Trilogy, #1)","93,862","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']"
A Gentleman in Moscow,"479,707","['Historical Fiction', 'Fiction', 'Historical', 'Russia', 'Audiobook', 'Book Club', 'Literary Fiction']"
Housekeeping,"50,587","['Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'American']"
Inspired by The Holy Ghost,435,"['How To', 'Book Club', 'Education', 'Nonfiction', 'Inspirational']"
"The Lost World (Jurassic Park, #2)","145,014","['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Dinosaurs']"
Midnight Sun [2008 Draft],"148,469","['Young Adult', 'Fantasy', 'Vampires', 'Romance', 'Paranormal', 'Fiction', 'Paranormal Romance']"
Horns,"110,549","['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Supernatural', 'Paranormal']"
"Daughter of the Forest  (Sevenwaters, #1)","62,267","['Fantasy', 'Romance', 'Fiction', 'Historical Fiction', 'Young Adult', 'Fairy Tales', 'Historical']"
"Red Rising (Red Rising Saga, #1)","335,614","['Science Fiction', 'Fantasy', 'Fiction', 'Young Adult', 'Dystopia', 'Audiobook', 'Adult']"
"The Bourne Ultimatum (Jason Bourne, #3)","63,254","['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Action', 'Suspense', 'Adventure']"
"Midnight Exposure (Midnight, #1)","22,673","['Romantic Suspense', 'Mystery', 'Romance', 'Thriller', 'Suspense', 'Fiction', 'Mystery Thriller']"
When You Are Engulfed in Flames,"203,789","['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Audiobook']"
"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)","355,840","['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Audiobook', 'Adventure', 'Middle Grade']"
Eichmann in Jerusalem: A Report on the Banality of Evil,"24,210","['History', 'Nonfiction', 'Philosophy', 'Politics', 'Holocaust', 'Psychology', 'War']"
The Wave,"30,049","['Young Adult', 'Fiction', 'School', 'Classics', 'Historical Fiction', 'Read For School', 'Contemporary']"
"Ask the Dust (The Saga of Arturo Bandini, #3)","33,204","['Fiction', 'Classics', 'Novels', 'American', 'Literature', 'The United States Of America', 'Americana']"
The Age of Reason,"8,677","['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'History', 'Politics', 'Atheism']"
"Bless Me, Ultima","32,877","['Fiction', 'Classics', 'Magical Realism', 'Young Adult', 'School', 'Historical Fiction', 'Banned Books']"
"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)","46,756","['Fantasy', 'Fiction', 'Epic Fantasy', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Novels']"
A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,"53,102","['Nonfiction', 'Animals', 'Biography', 'Cats', 'Memoir', 'Autobiography', 'Biography Memoir']"
Love is the Answer God is the Cure,"3,841","['Contemporary', 'Nonfiction', 'Adult', 'True Story', 'Abuse', 'Drama', 'Book Club']"
Wir Kinder vom Bahnhof Zoo,"51,480","['Nonfiction', 'Biography', 'German Literature', 'Classics', 'Memoir', 'Germany', 'Contemporary']"
Timeline,"201,398","['Science Fiction', 'Fiction', 'Thriller', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Adventure']"
Firestarter,"218,067","['Horror', 'Fiction', 'Thriller', 'Science Fiction', 'Fantasy', 'Paranormal', 'Suspense']"
"Scarlet (The Lunar Chronicles, #2)","393,092","['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction']"
"Angelfall (Penryn & the End of Days, #1)","186,313","['Fantasy', 'Young Adult', 'Angels', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy']"
"We Got Zombies On The Lawn Again, Ma",112,"['Zombies', 'Horror', 'Fiction', 'Fantasy', 'Humor']"
The Sorrows of Young Mike,70,"['Contemporary', 'Fiction', 'Novels', 'Literature']"
"Missing Wings (Aranysargas, #1)","2,308","['Fantasy', 'Fantasy Romance', 'Romance', 'High Fantasy', 'Angels', 'Fiction', 'Epic Fantasy']"
The Invisible Game: Mindset of a Winning Team,214,"['Psychology', 'Gaming', 'Nonfiction', 'Self Help', 'Sports', 'Leadership', 'Games']"
"Shiver (The Wolves of Mercy Falls, #1)","470,176","['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance']"
Goblinheart,181,"['Picture Books', 'LGBT', 'Childrens', 'Fantasy', 'Transgender', 'Fiction', 'Gender']"
Purple Hibiscus,"107,839","['Fiction', 'Africa', 'Historical Fiction', 'Nigeria', 'Contemporary', 'Literary Fiction', 'African Literature']"
"Corruption (Grumpy Old Wizards, #2)",231,"['Fantasy', 'Magic', 'Urban Fantasy', 'Witches', 'Mystery']"
The Legendary Wolf,"5,196","['Thriller', 'Action', 'Westerns', 'Military Fiction', 'Fiction', 'Espionage', 'Mystery']"
"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)","261,463","['Fiction', 'Humor', 'Contemporary', 'Historical Fiction', 'Audiobook', 'Adventure', 'Comedy']"
The Power of a Praying Wife,"56,742","['Christian', 'Marriage', 'Nonfiction', 'Faith', 'Prayer', 'Spirituality', 'Christian Living']"
Life for Life (Talion #3),507,"['Thriller', 'Fiction', 'Contemporary', 'Drama', 'Mystery', 'Suspense']"
"Rabbit, Run (Rabbit Angstrom, #1)","58,341","['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Banned Books']"
"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","49,403","['History', 'Nonfiction', 'Art', 'World War II', 'War', 'Historical', 'Audiobook']"
"Fugly (Fugly, #1)","5,152","['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Fiction', 'Chick Lit']"
The Silent Patient,"1,530,910","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']"
An Astronaut's Guide to Life on Earth,"56,266","['Nonfiction', 'Science', 'Biography', 'Space', 'Memoir', 'Autobiography', 'Biography Memoir']"
The Onion Field,"20,787","['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'History', 'Thriller', 'Classics']"
Journey to the End of the Night,"39,060","['Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Novels', 'Philosophy']"
Under the Tuscan Sun: At Home in Italy,"324,211","['Travel', 'Nonfiction', 'Memoir', 'Italy', 'Biography', 'Romance', 'Chick Lit']"
The Woman Warrior,"30,096","['Memoir', 'Nonfiction', 'Feminism', 'Classics', 'China', 'Biography', 'School']"
When You Reach Me,"106,640","['Young Adult', 'Middle Grade', 'Fiction', 'Science Fiction', 'Mystery', 'Time Travel', 'Fantasy']"
Big Little Lies,"941,061","['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Thriller', 'Audiobook', 'Mystery Thriller']"
4 3 2 1,"28,016","['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'American', 'Literature']"
"The End of Faith: Religion, Terror, and the Future of Reason","40,813","['Religion', 'Nonfiction', 'Philosophy', 'Atheism', 'Politics', 'Science', 'History']"
The Robber Bride,"45,228","['Fiction', 'Canada', 'Contemporary', 'Literary Fiction', 'Feminism', 'Literature', 'Novels']"
Hunger Makes Me a Modern Girl,"33,810","['Nonfiction', 'Memoir', 'Music', 'Feminism', 'Biography', 'Audiobook', 'Autobiography']"
Resilience: Adapt and Plan for the New Abnormal of the Covid-19 Coronavirus Pandemic,89,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Management', 'Medicine']"
Pedro Páramo,"61,123","['Fiction', 'Classics', 'Magical Realism', 'Spanish Literature', 'Latin American', 'Novels', 'Literature']"
Ben-Hur: A Tale of the Christ,"35,105","['Classics', 'Historical Fiction', 'Fiction', 'Christian', 'Historical', 'Christian Fiction', 'Religion']"
"And the Band Played On: Politics, People, and the AIDS Epidemic","26,771","['Nonfiction', 'History', 'LGBT', 'Politics', 'Science', 'Medicine', 'Queer']"
We Were Liars,"1,012,983","['Young Adult', 'Mystery', 'Contemporary', 'Fiction', 'Romance', 'Thriller', 'Mystery Thriller']"
Rage of Angels,"37,842","['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Crime', 'Mystery Thriller']"
"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)","43,813","['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Adventure', 'Greek Mythology', 'Magic']"
"Shadow of Night (All Souls, #2)","226,878","['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Paranormal', 'Vampires', 'Witches']"
Conduit (Emily Monroe #1),512,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Paranormal', 'Crime']"
Turtles All the Way Down,"515,635","['Young Adult', 'Fiction', 'Contemporary', 'Mental Health', 'Romance', 'Audiobook', 'Realistic Fiction']"
A Connecticut Yankee in King Arthur's Court,"101,127","['Classics', 'Fiction', 'Fantasy', 'Historical Fiction', 'Humor', 'Time Travel', 'Literature']"
"The Talented Mr. Ripley (Ripley, #1)","81,332","['Fiction', 'Mystery', 'Classics', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense']"
Narcopolis,"7,328","['Fiction', 'India', 'Indian Literature', 'Historical Fiction', 'Asia', 'Novels', 'Literary Fiction']"
Man and His Symbols,"26,672","['Psychology', 'Nonfiction', 'Philosophy', 'Science', 'Mythology', 'Psychoanalysis', 'Classics']"
The Feminine Mystique,"27,029","['Feminism', 'Nonfiction', 'Classics', 'History', 'Womens', 'Philosophy', 'Sociology']"
On Tyranny: Twenty Lessons from the Twentieth Century,"59,155","['Nonfiction', 'History', 'Politics', 'Philosophy', 'Essays', 'Audiobook', 'Political Science']"
The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,"7,469","['Nonfiction', 'Psychology', 'Mental Health', 'Self Help', 'Health', 'Parenting', 'Education']"
Moon Palace,"23,775","['Fiction', 'American', 'Novels', 'Contemporary', 'Literature', 'The United States Of America', 'Classics']"
Plato: Complete Works,"10,888","['Philosophy', 'Classics', 'Nonfiction', 'History', 'Politics', 'Ancient', 'Greece']"
The Crimson Petal and the White,"42,584","['Historical Fiction', 'Fiction', 'Historical', 'Victorian', 'Romance', 'British Literature', 'Adult']"
What Happened,"57,976","['Nonfiction', 'Politics', 'Memoir', 'Biography', 'Audiobook', 'History', 'Feminism']"
"A Darker Shade of Magic (Shades of Magic, #1)","311,347","['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Adult', 'Audiobook', 'Adventure']"
A Son of the Circus,"20,103","['Fiction', 'India', 'Literary Fiction', 'Novels', 'Contemporary', 'Literature', 'American']"
Hunger: A Memoir of (My) Body,"103,707","['Nonfiction', 'Memoir', 'Feminism', 'Audiobook', 'Biography', 'Biography Memoir', 'Mental Health']"
The Power and the Glory,"37,552","['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Religion', 'Novels', 'Literary Fiction']"
"O Pioneers! (Great Plains Trilogy, #1)","51,163","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'American', 'Historical', 'Novels']"
The Sisters Brothers,"93,978","['Fiction', 'Westerns', 'Historical Fiction', 'Historical', 'Canada', 'Humor', 'Adventure']"
"Past, Present, and Promises",42,['Fiction']
"Father Forgive Us, for We Know Not What We Do",89,"['Philosophy', 'Psychology', 'Nonfiction', 'Art', 'Anthropology', 'Classics']"
"The Sign of Four (Sherlock Holmes, #2)","145,103","['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller']"
But What If We're Wrong? Thinking About the Present As If It Were the Past,"16,517","['Nonfiction', 'Philosophy', 'Essays', 'History', 'Science', 'Psychology', 'Audiobook']"
Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,"10,490","['Fiction', 'Science Fiction', 'Fantasy', 'Classics', 'Christian', 'Christian Fiction', 'Science Fiction Fantasy']"
"Midnight Obsession (Midnight, #4)","14,805","['Romantic Suspense', 'Mystery', 'Suspense', 'Thriller', 'Romance', 'Fiction', 'Crime']"
Women Who Run With the Wolves,"67,024","['Nonfiction', 'Feminism', 'Psychology', 'Spirituality', 'Mythology', 'Self Help', 'Womens']"
The Book of Disquiet,"27,576","['Fiction', 'Poetry', 'Classics', 'Philosophy', 'Literature', 'Portugal', 'Portuguese Literature']"
"Anne of the Island (Anne of Green Gables, #3)","162,593","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Childrens', 'Historical']"
In the Heart of the Sea: The Tragedy of the Whaleship Essex,"102,915","['History', 'Nonfiction', 'Adventure', 'Survival', 'Historical', 'American History', 'Audiobook']"
The Naked and the Dead,"24,729","['Fiction', 'Classics', 'War', 'Historical Fiction', 'Literature', 'Novels', 'World War II']"
The Man Without Qualities,"6,444","['Fiction', 'Classics', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Historical Fiction']"
These Three Words,158,"['Nonfiction', 'Self Help', 'Inspirational', 'Philosophy', 'Education', 'Psychology', 'Productivity']"
"Her Final Breath (Tracy Crosswhite, #2)","57,816","['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
How to Be a Woman,"107,197","['Nonfiction', 'Feminism', 'Memoir', 'Humor', 'Biography', 'Audiobook', 'Womens']"
"Assassin's Apprentice (Farseer Trilogy, #1)","297,086","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Magic', 'Science Fiction Fantasy']"
Cloudstreet,"23,974","['Fiction', 'Australia', 'Historical Fiction', 'Classics', 'Literature', 'Literary Fiction', 'Novels']"
The Street Lawyer,"112,317","['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']"
"Searching for Ganesha: Collecting Images of the Sweet-Loving, Elephant-Headed Hindu Deity Everybody Admires",651,"['Education', 'Nonfiction', 'Inspirational', 'How To']"
"Betrayal of Justice (Zachary Blake Betrayal, #2)",493,"['Fiction', 'Thriller']"
"Betrayal In Blue (Zachary Blake Legal Thriller, #3)",407,"['Contemporary', 'Epic', 'Thriller']"
"The City of Dreaming Books (Zamonia, #4)","19,542","['Fantasy', 'Fiction', 'Books About Books', 'German Literature', 'Humor', 'Young Adult', 'Adventure']"
Bad Feminist,"107,470","['Nonfiction', 'Feminism', 'Essays', 'Memoir', 'Audiobook', 'Womens', 'Race']"
Earth Abides,"28,491","['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Classics', 'Science Fiction Fantasy']"
Sphere,"179,314","['Science Fiction', 'Fiction', 'Thriller', 'Horror', 'Mystery', 'Suspense', 'Science Fiction Fantasy']"
"Life After Life (Todd Family, #1)","220,572","['Fiction', 'Historical Fiction', 'Fantasy', 'Historical', 'Time Travel', 'Audiobook', 'Literary Fiction']"
"A Breath of Snow and Ashes (Outlander, #6)","168,686","['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
The Right Stuff,"51,069","['Nonfiction', 'History', 'Space', 'Science', 'Biography', 'American History', 'Classics']"
"The Immortals of Meluha (Shiva Trilogy, #1)","117,719","['Fiction', 'Fantasy', 'Mythology', 'Indian Literature', 'Historical Fiction', 'India', 'Amish']"
Let's Explore Diabetes with Owls,"139,348","['Humor', 'Nonfiction', 'Essays', 'Memoir', 'Audiobook', 'Short Stories', 'Comedy']"
Why We Never Repeat Jokes?,224,"['Humor', 'Young Adult', 'Contemporary', 'Novels', 'New Adult', 'Cultural', 'Adult']"
Stage Fright,175,"['Fiction', 'Epic', 'Drama']"
Raintree County,"1,036","['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Civil War', 'Romance', 'War']"
The Sea of Tranquility,"84,883","['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Abuse']"
"18 Minutes: Find Your Focus, Master Distraction, and Get the Right Things Done","5,519","['Self Help', 'Business', 'Nonfiction', 'Productivity', 'Personal Development', 'Psychology', 'Leadership']"
"The Magicians (The Magicians, #1)","255,312","['Fantasy', 'Fiction', 'Magic', 'Urban Fantasy', 'Young Adult', 'Adult', 'Audiobook']"
Intensity,"81,346","['Horror', 'Thriller', 'Fiction', 'Suspense', 'Mystery', 'Mystery Thriller', 'Crime']"
"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","59,162","['History', 'Nonfiction', 'Science', 'Biography', 'American History', 'Historical', 'Audiobook']"
Jesus’ Son,"34,692","['Short Stories', 'Fiction', 'Contemporary', 'Literature', 'Literary Fiction', 'American', 'Classics']"
All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,"16,290","['Nonfiction', 'Feminism', 'History', 'Politics', 'Audiobook', 'Sociology', 'Womens']"
Shakespeare: The World as Stage,"44,007","['Nonfiction', 'Biography', 'History', 'Audiobook', 'Historical', 'Biography Memoir', 'Humor']"
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,"52,827","['History', 'Nonfiction', 'American History', 'Historical', 'Audiobook', 'Environment', 'Nature']"
Leap of Faith (The Rufino Factor Book One),237,"['Fantasy', 'Young Adult', 'Mystery', 'Fiction', 'Adventure', 'Novels', 'Love Story']"
The Birth of Venus,"97,135","['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Art', 'Romance', 'Adult Fiction']"
Lysistrata,"41,187","['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Humor', 'Feminism']"
Out of Africa,"41,651","['Nonfiction', 'Africa', 'Classics', 'Memoir', 'Biography', 'Travel', 'History']"
"Xenocide (Ender's Saga, #3)","152,802","['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']"
Hey Nostradamus!,"18,741","['Fiction', 'Canada', 'Contemporary', 'Novels', 'Literary Fiction', 'Young Adult', 'Literature']"
"Princess Academy (Princess Academy, #1)","113,649","['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Romance', 'Fairy Tales']"
Assassination Vacation,"46,227","['Nonfiction', 'History', 'Humor', 'Travel', 'Essays', 'Audiobook', 'Memoir']"
