id,premise,hypothesis,lang_abv
75a3e08a87,"11 However, interruptions can be severely affected by more difficult improvements.","When the upgrade is difficult, it can lead to a lot of downtime.",de
26568d0729,"For Academic Instructor's response, see FBI Investigation Report, Interview with James Milton, April.",Nobody knows how the instructor will react.,tr
ad794c4747,Classic Castilian restaurant,The restaurant also serves international cuisine.,en
64c60b8b49,"The Saronic Islands have a long season, from April to October.","It is best to visit the Cerny Islands in spring, summer and autumn.",el
9c6be61e3f,Collaboration between programs and departments is a tool that eliminates problems.,Groups never talk to each other.,ru
07ebb6e835,Spectators are encouraged to use different machines and to participate in science experiments.,The spectral section contains the area of ​​various machines in operation.,sw
060cc9939f,"When you put everything in, you can start from there.","After entering the information in the database, you can continue.",vi
c5549eb969,So it's a problem what kind of criteria you are looking for when shopping,No problem.,bg
f573181b18,"Possession is an endless extension of bubbles from space or cyberspace, where people have countless different interests.",You can own real estate anywhere.,bg
e37a1f378b,"On September 9, bad news came from Afghanistan.",We get news from Afghanistan.,th
d7145ffb1d,"Just remove the bottom part, select the appropriate option, make the necessary changes to your address and send it in a sealed envelope.","If you see fit, you can change your address.",es
6fbf8c82c5,The Illinois Equal Justice Foundation recently received its first grant from the Illinois General Assembly.,The Illinois Equal Justice Foundation has just received funding from the Illinois General Assembly.,en
12f1ebfb89,The other is retrospective and designed to help reviewers of case study reports assess the quality of the case study.,Suggestions have been made so that reviewers can obtain consistent results.,en
2a63aa1add,"So we moved to Las Vegas, Nevada, and like Washington, I mean a specific address in downtown Las Vegas.",I have worked in both Las Vegas and Washington.,el
2b61803639,"These tax priorities allow states and local governments to borrow at low rates to build highways, schools, public transport, and water systems.",This will help increase revenue which will help our communities grow faster.,en
a08200915c,"Yes, Al, that sounds pretty silly to me. It seems that BT is not for me either",It is very light in itself,en
aba42de974,"In addition, the GAO FederalInformationSystemControlsAuditManual is currently used by most of the major federal audit agencies to evaluate IT controls.",There are federal audit agencies that use the GAO system.,en
b169ee2797,"Well, it goes without saying that we are used to it, we can't make mistakes.",We can't make mistakes.,vi
dd45af1025,"Rather, the expansion of the biosphere has been exploded as a continuous, adjacent possibility.","The biosphere grew to 1,000 miles.",hi
4de7919717,It's very logical and sensitive to say to the president.,The president will be surprised and not satisfied with the news.,de
01700092ed,country! Finally he said.,"Finally, it exploded.",en
3a8e0389f0,May I ask if you are from Canada?,"Are you from Alberta, Canada?",en
ac445228c3,Only the tour guide services of local tour guide cooperatives are recommended.,You can always hike alone.,bg
adfb9a4ecd,"However, the service level mentality remains.",The service level mentality is gone.,en
e85c6750c9,We just have to wake up and tell you about the daily diet.,We have to get up during the day to feed.,en
def7847d30,Multiply the logarithm of the number of cases in the large state by the probability that the system is in the large state.,Logarithmic multiplication will lead to new breakthroughs in science.,vi
aae5df7d32,"At the end of the war of Spanish, Austrian and Polish descent, the Austrians conquered northern Italy at the hands of the Spanish.","At the end of the war for the succession of Spain, Austria and Poland, Northern Italy did not easily surrender to the Austrians.",en
da67be0c30,"According to statements by the Spanish authorities, Shakur is Farid Hilal.",Shakur had a pseudonym.,ar
73672504b3,The 900-hectare (2224-acre) parkland at the western end of the city is one of Baron Hausman's praiseworthy achievements.,Baron Hausman's house is located in a 900-hectare park at the western end of the city.,en
993b4720c5,Postal data describes the relationship between cost and cost drivers.,Mail service data is used to describe the relationship between cost and driving factors.,en
8b84e7b914,To chick,Is it popular?,en
d8cd95ef9d,He said that Harlem was our first permanent office.,Harlem was the first permanent office,en
86a415de5c,There are more than 50 designer fashion stores from Armani to DKNY.,It has less than 20 designer fashion stores.,en
1dcb961459,"Yeah, yeah, yeah, yeah, we saw that we understand that if you can get into these dollar movies, you know they are now a dollar and a half than a dollar and a half",You can find it in dollar movies.,en
331a10bc01,"She was very tired and bored. But you think she's like steel, curious and bright.",He felt that he needed to sleep two days.,en
59b708d54d,It is believed that he used the same architects who worked in the Taj Mahal.,"In fact, he did not meet with the architect of the Taj Mahal.",en
e6d991c4c7,I think Slate should be allowed to seek public opinion and try to uncover the truth behind this unnatural relationship.,Slate will have to work hard to uncover the truth.,en
6a39d3fca6,Pro-Choicer says they almost cut out the frame of the fetus - the woman - from the image.,Expert decisions assert that intimacy with women is the same.,en
f7510070c6,"In a recent New York City business case, Kleiman found himself charged with racial bias.",Kleiman filed a racist complaint in California.,zh-cn
09ed9c8368,APALRC will provide translators.,APALRC will not distribute to translators.,en
05cf4d7859,"I knew I'd love to get on the plane, get there, and then have fun",I will never fly,ar
dc9111a806,"They were going to New York to visit some of this cousin's relatives and they just stayed and he didn't know how to get back, so he stayed with them.",He never visited his family.,el
dbec0e4176,The voluntary nature of risk assessment.,Evaluate the voluntary nature of the risk.,en
20baae7533,Provide your basis for assessing the reliability of uncertain data.,Reasons for unreliable data reliability must be given.,zh-cn
cb59391a30,I broke my right ankle,I broke my right ankle,en
f4425c80da,"It's like looking in a mirror, but this is an endless truth.",It likes to look at the toilet.,en
