region,variety,name
"Barossa, South Australia, Australia",Red Wine,Jacob's Creek Reserve Shiraz 2004
"Barossa, South Australia, Australia",Red Wine,Jacob's Creek Reserve Shiraz 2006
"Barossa, South Australia, Australia",Red Wine,Jacob's Creek Reserve Shiraz 2010
"Barossa, South Australia, Australia",Red Wine,Jacob's Creek Reserve Shiraz 2015
Australia,Red Wine,Jacob's Creek Shiraz 2000
"Coonawarra, South Australia, Australia",Red Wine,Jacob's Creek St. Hugo Cabernet Sauvignon 2003
"Coonawarra, South Australia, Australia",Red Wine,Jacob's Creek St. Hugo Cabernet Sauvignon 2004
Australia,Red Wine,Jacob's Creek Two Lands Shiraz 2013
"Champagne, France",Sparkling & Champagne,Jacquart Blanc de Blancs 2006
"Champagne, France",Sparkling & Champagne,Jacquart Blanc de Blancs 2013
"Champagne, France",Sparkling & Champagne,Jacquart Brut Mosaique
"Champagne, France",Sparkling & Champagne,Jacquart Brut Mosaique (1.5 Liter Magnum)
"Champagne, France",Sparkling & Champagne,Jacquart Brut Mosaique (3 Liter Bottle)
"Champagne, France",Sparkling & Champagne,Jacquart Brut Rose
France,White Wine,Jacques et Francois Lurton Fumees Blanches (Sauvignon) 2002
"Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,Jacques Prieur Champ-Pimont Premier Cru 2011
"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,Jacques Prieur Volnay Santenots Premier Cru 2012
"Champagne, France",Sparkling & Champagne,Jacquesson Avize Brut Grand Cru 2000
"Napa Valley, California",Red Wine,Jade Mountain Caldwell Vineyard Merlot 1998
"Napa Valley, California",Red Wine,Jade Mountain Caldwell Vineyard Merlot 1999
"Napa Valley, California",Red Wine,Jade Mountain Evangelho Mourvedre 2000
"Napa Valley, California",Red Wine,Jade Mountain La Provencale 2000
"Napa Valley, California",Red Wine,Jade Mountain La Provencale 2001
"Napa Valley, California",Red Wine,Jade Mountain Mourvedre 2003
"Mt. Veeder, Napa Valley, California",Red Wine,Jade Mountain Mt Veeder Paras Vineyard Syrah 1999
"Mt. Veeder, Napa Valley, California",Red Wine,Jade Mountain Mt Veeder Paras Vineyard Syrah 2000
"Mt. Veeder, Napa Valley, California",Red Wine,Jade Mountain Mt Veeder Paras Vineyard Syrah 2001
"Napa Valley, California",Red Wine,Jade Mountain Napa Syrah 1999
"Napa Valley, California",Red Wine,Jade Mountain Napa Syrah 2000
"Napa Valley, California",Red Wine,Jade Mountain Napa Syrah 2002
"Napa Valley, California",Red Wine,Jade Mountain Napa Syrah 2004
"Napa Valley, California",White Wine,Jade Mountain Napa Valley Viognier 2005
"Napa Valley, California",Red Wine,Jade Mountain Old Vine Mourvedre 2001
"Napa Valley, California",Red Wine,Jade Mountain Paras Vineyard Merlot 1997
"Napa Valley, California",Red Wine,Jade Mountain Paras Vineyard Merlot 1999
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Grenache 2012
"Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2007
"Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2008
"Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2009
"Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2010
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2013
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2012
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Santa Barbara Syrah 2014
"Central Coast, California",Red Wine,Jaffurs Syrah Bien Nacido Vineyard 2002
"Central Coast, California",Red Wine,Jaffurs Syrah Bien Nacido Vineyard 2008
"Central Coast, California",Red Wine,Jaffurs Thompson Vineyard Petite Sirah 2009
"Central Coast, California",Red Wine,Jaffurs Thompson Vineyard Petite Sirah 2010
"Central Coast, California",Red Wine,Jaffurs Thompson Vineyard Petite Sirah 2013
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Thompson Vineyard Petite Sirah 2014
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Thompson Vineyard Petite Sirah 2015
"Central Coast, California",Red Wine,Jaffurs Thompson Vineyard Syrah 2007
"Santa Barbara, Central Coast, California",Red Wine,Jaffurs Upslope Syrah 2006
"Central Coast, California",Red Wine,Jaffurs Upslope Syrah 2008
"Central Coast, California",Red Wine,Jaffurs Upslope Syrah 2009
"Central Coast, California",Red Wine,Jaffurs Verna's Vineyard Syrah 2007
"Central Coast, California",Red Wine,Jaffurs Verna's Vineyard Syrah 2008
"Central Coast, California",Red Wine,Jaffurs Verna's Vineyard Syrah 2009
"Santa Barbara, Central Coast, California",White Wine,Jaffurs Viognier 2014
"Central Coast, California",White Wine,Jaffurs Viognier 2009
"Santa Barbara, Central Coast, California",White Wine,Jaffurs Viognier 2015
"Mosel, Germany",White Wine,Jakoby-Mathy Kinheimer Rosenberg Riesling Spatlese 2009
California,Red Wine,JaM Cellars Cabernet Sauvignon 2015
Australia,White Wine,James Oatley Tic Tok Chardonnay 2010
Australia,Red Wine,James Oatley Tic Tok Merlot 2009
Australia,Red Wine,James Oatley Tic Tok Merlot 2010
Australia,Red Wine,James Oatley Tic Tok Shiraz 2009
"Atlas Peak, Napa Valley, California",Red Wine,Jamieson Ranch Vineyards Double Lariat Cabernet Sauvignon (1.5 Liter Magnum) 2013
"Napa Valley, California",Red Wine,Jamieson Ranch Vineyards Double Lariat Cabernet Sauvignon 2012
"Napa Valley, California",Red Wine,Jamieson Ranch Vineyards Double Lariat Cabernet Sauvignon 2013
"Napa Valley, California",Red Wine,Jamieson Ranch Vineyards Double Lariat Cabernet Sauvignon 2014
California,Red Wine,Jamieson Ranch Vineyards Whiplash Red Blend 2011
California,Red Wine,Jamieson Ranch Vineyards Whiplash Red Blend 2015
"Sardinia, Italy",White Wine,Jankara Vermentino di Gallura Superiore 2011
"Sardinia, Italy",White Wine,Jankara Vermentino di Gallura Superiore 2014
"Tasmania, Australia",Sparkling & Champagne,Jansz Cuvee 2010
"Tasmania, Australia",Sparkling & Champagne,Jansz Cuvee 2011
"Columbia Valley, Washington",Red Wine,Januik Winery Cabernet Sauvignon 2013
"Columbia Valley, Washington",Red Wine,Januik Winery Cabernet Sauvignon 2014
"Columbia Valley, Washington",Red Wine,Januik Winery Champoux Vineyard Cabernet Sauvignon 2008
"Columbia Valley, Washington",Red Wine,Januik Winery Champoux Vineyard Cabernet Sauvignon 2006
"Columbia Valley, Washington",Red Wine,Januik Winery Champoux Vineyard Cabernet Sauvignon 2012
"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,Januik Winery Champoux Vineyard Cabernet Sauvignon 2013
"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,Januik Winery Champoux Vineyard Cabernet Sauvignon 2015
"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,Januik Winery Champoux Vineyard Cabernet Sauvignon 2014
"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,Januik Winery Ciel du Cheval Vineyard Cabernet Sauvignon 2013
"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,Januik Winery Ciel du Cheval Vineyard Petit Verdot 2013
"Columbia Valley, Washington",White Wine,Januik Winery Cold Creek Vineyard Chardonnay 2000
"Columbia Valley, Washington",White Wine,Januik Winery Cold Creek Vineyard Chardonnay 2013
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Cabernet Sauvignon 2003
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Cabernet Sauvignon 2006
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Cabernet Sauvignon 2007
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Merlot 1999
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Merlot 2001
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Red 2008
"Columbia Valley, Washington",Red Wine,Januik Winery Columbia Valley Syrah 2000
"Yakima Valley, Columbia Valley, Washington",Red Wine,Januik Winery Klipson Vineyard Merlot 2002
"Columbia Valley, Washington",White Wine,Januik Winery Elerding Vineyard Chardonnay 2006
"Yakima Valley, Columbia Valley, Washington",Red Wine,Januik Winery Klipsun Vineyard Merlot 2008
"Columbia Valley, Washington",Red Wine,Januik Winery Merlot 2014
"Columbia Valley, Washington",Red Wine,Januik Winery Lewis Vineyard Syrah 2008
"Columbia Valley, Washington",Red Wine,Januik Winery Merlot 2015
"Columbia Valley, Washington",Red Wine,Januik Winery Merlot 2017
"Columbia Valley, Washington",Red Wine,Januik Winery Reserve Red 2013
South Africa,Red Wine,Jardin Cabernet Sauvignon Stellenbosch 1998
South Africa,Red Wine,Jardin Cabernet Sauvignon Stellenbosch 2005
South Africa,White Wine,Jardin Sauvignon Blanc 2000
South Africa,White Wine,Jardin Sauvignon Blanc 2004
South Africa,White Wine,Jardin Sauvignon Blanc 2005
South Africa,White Wine,Jardin Sauvignon Blanc 2006
"Napa Valley, California",Red Wine,Jarvis Cabernet Franc 2013
"Napa Valley, California",Red Wine,Jarvis Cabernet Franc 2014
"Napa Valley, California",Red Wine,Jarvis Estate Cabernet Sauvignon 2007
"Napa Valley, California",White Wine,Jarvis Estate Chardonnay 2014
"Napa Valley, California",White Wine,Jarvis Estate Chardonnay 2016
"Napa Valley, California",White Wine,Jarvis Estate Chardonnay 2017
"Napa Valley, California",Red Wine,Jarvis Estate Grown Cabernet Sauvignon 2012
"Napa Valley, California",Red Wine,Jarvis Estate Grown Cabernet Sauvignon 2013
"Napa Valley, California",White Wine,Jarvis Finch Hollow Vineyard Chardonnay 2016
"Santa Clara Valley, San Francisco Bay, Central Coast, California",Red Wine,Jason-Stephens Estate Syrah 2012
Australia,Red Wine,Jasper Hill Cornella Grenache 2005
"Heathcote, Victoria, Australia",Red Wine,Jasper Hill Georgia's Paddock Shiraz 1999
"Heathcote, Victoria, Australia",Red Wine,Jasper Hill Georgia's Paddock Shiraz 2001
"Heathcote, Victoria, Australia",Red Wine,Jasper Hill Georgia's Paddock Shiraz 2005
"Heathcote, Victoria, Australia",Red Wine,Jasper Hill Georgia's Paddock Shiraz 2006
Spain,Red Wine,Jaume Mesquida Negre 2005
Spain,Sparkling & Champagne,Jaume Serra Cristalino Brut Nature 2007
"Penedes, Spain",Sparkling & Champagne,Jaume Serra Cristalino Cava Brut
"Penedes, Spain",Sparkling & Champagne,Jaume Serra Cristalino Cava Brut (187ML Split)
Spain,Sparkling & Champagne,Jaume Serra Cristalino Cava Brut (375ML half-bottle)
Spain,Red Wine,Javi Revert Arcos Simeta 2018
Spain,Red Wine,Javi Revert Sensal Red 2019
"Calistoga, Napa Valley, California",Red Wine,Jax Vineyards Cabernet Sauvignon 2013
"Calistoga, Napa Valley, California",Red Wine,Jax Vineyards Cabernet Sauvignon 2014
"Calistoga, Napa Valley, California",Red Wine,Jax Vineyards Cabernet Sauvignon 2015
"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,Jax Vineyards Calesa Vineyard Pinot Noir 2016
"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,Jax Vineyards Calesa Vineyard Pinot Noir 2017
"Russian River, Sonoma County, California",White Wine,Jax Vineyards Dutton Ranch Chardonnay 2014
"Russian River, Sonoma County, California",White Wine,Jax Vineyards Dutton Ranch Chardonnay 2015
"Calistoga, Napa Valley, California",Red Wine,Jax Vineyards Estate Block 3 Cabernet Sauvignon 2014
"Calistoga, Napa Valley, California",Red Wine,Jax Vineyards Estate Block 3 Cabernet Sauvignon 2015
"Napa Valley, California",White Wine,Jax Vineyards Y3 Chardonnay 2014
"Napa Valley, California",White Wine,Jax Vineyards Y3 Chardonnay 2015
"Russian River, Sonoma County, California",Red Wine,Jax Vineyards Y3 Pinot Noir 2014
"Russian River, Sonoma County, California",Red Wine,Jax Vineyards Y3 Pinot Noir 2015
"Russian River, Sonoma County, California",Red Wine,Jax Vineyards Y3 Pinot Noir 2017
"Russian River, Sonoma County, California",Pink and Rosé,Jax Vineyards Y3 Rose of Pinot Noir 2017
"Yountville, Napa Valley, California",White Wine,Jax Vineyards Y3 Sauvignon Blanc 2015
"Napa Valley, California",White Wine,Jax Vineyards Y3 Sauvignon Blanc 2016
"Napa Valley, California",Red Wine,Jax Vineyards Y3 Taureau Red 2013
"Napa Valley, California",Red Wine,Jax Vineyards Y3 Taureau Red 2015
"Burgundy, France",Sparkling & Champagne,JCB No. 21 Brut Cremant de Bourgogne
"North Coast, California",Red Wine,JCB No 22 Pinot Noir 2006
"Cotes de Provence, Provence, South of France, France",Pink and Rosé,JCB No. 5 Rose 2014
"Burgundy, France",Sparkling & Champagne,JCB No. 69 Brut Rose Cremant de Bourgogne
"Sonoma Coast, Sonoma County, California",White Wine,JCB No. 81 Chardonnay 2011
"Sonoma Coast, Sonoma County, California",White Wine,JCB No. 81 Chardonnay 2014
"Sonoma Coast, Sonoma County, California",White Wine,JCB No. 81 Chardonnay 2013
"Dry Creek Valley, Sonoma County, California",Red Wine,JCK Wine Co. Jack Florence Zinfandel 2014
"Sonoma County, California",Red Wine,JCK Wine Co. Moonset Red Blend 2014
"Sonoma County, California",Red Wine,JCK Wine Co. Sucker Punch Red Blend 2014
"Burgundy, France",White Wine,Jean-Claude Bessin Chablis 2000
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Beaune Les Greves Premier Cru 2013
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Beaune Les Greves Premier Cru 2011
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Beaune Les Greves Premier Cru 2014
"Burgundy, France",Red Wine,Jean-Claude Boisset Beaune Premier Cru Les Bressandes 2005
"Burgundy, France",White Wine,Jean-Claude Boisset Bourgogne Aligote Les Moutots 2016
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Chambolle-Musigny 2014
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Chambolle-Musigny 2016
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Chambolle Musigny Les Chardannes 2012
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Chambolle Musigny Les Chardannes 2011
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Chambolle Musigny Les Charmes Premier Cru 2011
"Burgundy, France",White Wine,Jean-Claude Boisset Chardonnay Les Ursulines 2018
"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Echezeaux Grand Cru 2010
"Burgundy, France",Red Wine,Jean-Claude Boisset Echezeaux Grand Cru 2002
"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset Gevrey Chambertin 2013
"Marsannay, Cote de Nuits, Cote d'Or, Burgundy, France",White Wine,Jean-Claude Boisset Marsannay 2015
"Burgundy, France",Red Wine,Jean-Claude Boisset Nuits-St-Georges Les Charbonnieres 2011
"Burgundy, France",Red Wine,Jean-Claude Boisset Pinot Noir Les Ursulines 2016
"Burgundy, France",White Wine,Jean-Claude Boisset Puligny Montrachet Perrieres Premier Cru 2011
"Burgundy, France",White Wine,Jean-Claude Boisset St. Aubin En Remilly Premier Cru 2011
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,Jean-Claude Boisset Saint Veran La Cote Rotie Blanc 2014
"Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,Jean-Claude Boisset St. Aubin Premier Cru Sur Gamay 2011
"Hermitage, Rhone, France",Red Wine,Jean-Claude Fayolle Les Dionnieres Hermitage Rouge 2015
"St. Emilion, Bordeaux, France",Red Wine,Jean Faure (Futures Pre-Sale) 2018
"St. Emilion, Bordeaux, France",Red Wine,Jean Faure (Futures Pre-Sale) 2019
"Jura, France",White Wine,Jean-Francois Ganevat Cotes du Jura Les Chamois du Paradis 2011
"Loire, France",White Wine,Jean-Francois Merieau L'Arpent des Vaudons 2015
"Champagne, France",Sparkling & Champagne,Jean Josselin Cordon Royal
"Champagne, France",Sparkling & Champagne,Jean Lallement et Fils Rose
"Champagne, France",Sparkling & Champagne,Jean Laurent Blanc de Blancs
"Champagne, France",Sparkling & Champagne,Jean Laurent Blanc de Noirs
"Champagne, France",Sparkling & Champagne,Jean Laurent Brut Rose
"Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Hermitage (1.5 Liter Magnum) 2016
"Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Hermitage 2005
"Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Hermitage 2013
"Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Hermitage 2014
"Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Hermitage 2015
"Hermitage, Rhone, France",White Wine,Jean-Louis Chave Hermitage Blanc 2012
"Saint-Joseph, Rhone, France",Red Wine,Jean-Louis Chave Saint-Joseph 2014
"Cotes du Rhone, Rhone, France",Red Wine,Jean-Louis Chave Selection Cotes-du-Rhone Mon Coeur (1.5 Liter Magnum) 2015
"Cotes du Rhone, Rhone, France",Red Wine,Jean-Louis Chave Selection Cotes-du-Rhone Mon Coeur (1.5 Liter Magnum) 2016
"Cotes du Rhone, Rhone, France",Red Wine,Jean-Louis Chave Selection Cotes-du-Rhone Mon Coeur 2015
"Cotes du Rhone, Rhone, France",Red Wine,Jean-Louis Chave Selection Cotes-du-Rhone Mon Coeur 2016
"Crozes-Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Selection Crozes-Hermitage Silene 2009
"Crozes-Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Selection Crozes-Hermitage Silene 2010
"Crozes-Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Selection Crozes-Hermitage Silene 2015
"Crozes-Hermitage, Rhone, France",Red Wine,Jean-Louis Chave Selection Crozes-Hermitage Silene 2014
"Rhone, France",Red Wine,Jean-Louis Chave Selection Saint-Joseph Offerus 2005
"Saint-Joseph, Rhone, France",Red Wine,Jean-Louis Chave Selection Saint-Joseph Offerus 2012
"Saint-Joseph, Rhone, France",Red Wine,Jean-Louis Chave Selection Saint-Joseph Offerus 2013
"Saint-Joseph, Rhone, France",Red Wine,Jean-Louis Chave Selection Saint-Joseph Offerus 2014
"Saint-Joseph, Rhone, France",Red Wine,Jean-Louis Chave Selection Saint-Joseph Offerus 2015
"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,Jean-Louis Chavy Puligny-Montrachet Les Folatieres Premier Cru 2016
France,Pink and Rosé,Jean-Luc Colombo Cape Bleue Rose 2011
"Rhone, France",Red Wine,Jean-Luc Colombo Cairanne 2001
"Provence, South of France, France",Pink and Rosé,Jean-Luc Colombo Cape Bleue Rose 2017
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Jean-Luc Colombo Chateauneuf-du-Pape Les Bartavelles 2000
"Condrieu, Rhone, France",White Wine,Jean-Luc Colombo Condrieu Amour de Dieu 2000
"Cornas, Rhone, France",Red Wine,Jean-Luc Colombo Cornas La Louvee 2000
"Cornas, Rhone, France",Red Wine,Jean-Luc Colombo Cornas La Louvee 2001
"Cornas, Rhone, France",Red Wine,Jean-Luc Colombo Cornas La Louvee 2003
"Cornas, Rhone, France",Red Wine,Jean-Luc Colombo Cornas La Louvee 2004
"Cornas, Rhone, France",Red Wine,Jean-Luc Colombo Cornas La Louvee 2005
