Title,Genre,Tags,Director
Neighbors,Comedy,"Social Issue Dramas,Dramas,Polish Comedies,Polish Movies,Comedies,Movies Based on Books,Polish Dramas",Nicholas Stoller
Apartament,Documentary,"Biographical Documentaries,Polish Movies,Documentary Films","Maciej Czajkowski, Przemyslaw Hauser"
Geisha,"Adult, Romance","Dramas,Crime Movies,Polish Thrillers,Polish Movies,Crime Dramas,Thriller Movies,Crime Thrillers,Polish Dramas,Gangster Movies",Lisa Loves
Goedam,"Short, Horror, Mystery, Thriller","Korean Movies,Horror Movies,Supernatural Horror Movies,Korean TV Shows,TV Horror,Chilling Horror Movies,K-dramas,TV Mysteries",
Scarecrow,Drama,"Crime Comedies,Crime Movies,Middle Eastern Movies,Comedies,Heist Movies,Egyptian Movies,International Comedies",Jerry Schatzberg
Miss Hanoi,Crime,"Czech Movies,Social Issue Dramas,Dramas,Crime Movies,Crime Dramas,Thriller Movies,Mysteries,Crime Thrillers",Zdenek Viktora
Vice,"Biography, Comedy, Drama","Movies Based on Real Life,Political Comedies,Social Issue Dramas,Dramas,Comedies,Political Dramas,Dark Comedies",Adam McKay
Home Care,"Comedy, Drama","Czech Movies,Dramas,Comedies",Slávek Horák
Gretel & Hansel,"Short, Fantasy","Sci-Fi & Fantasy,Horror Movies,Fantasy Movies,Movies Based on Books,Supernatural Horror Movies,Teen Screams",Taylor Trikilis
A Resistance,,"Movies Based on Real Life,Social Issue Dramas,Korean Movies,Dramas,Independent Movies,Period Pieces",
The Secret Mission,"Comedy, Drama, History","Social Issue Dramas,Korean Movies,Dramas",Yu-na Eom
Tazza: One Eyed Jack,"Crime, Drama, Thriller","Korean Movies,Thriller Movies,Crime Thrillers",Oh-Kwang Kwon
Forbidden Dream,"History, Drama","Movies Based on Real Life,Social Issue Dramas,Korean Movies,Dramas,Period Pieces",Jin-ho Hur
Kim Ji-Young: Born 1982,Drama,"Social Issue Dramas,Korean Movies,Dramas,Movies Based on Books",Kim Do-Young
Hitman: Agent Jun,"Action, Comedy","Action & Adventure,Korean Movies,Hip-Hop,Comedies,Action Comedies,Music & Musicals",Won-sub Choi
The Divine Fury,"Action, Horror, Thriller","Action & Adventure,Korean Movies,Horror Movies",Joo-hwan Kim
Greta,"Drama, Mystery, Thriller","Psychological Thrillers,Thriller Movies,US Movies",Neil Jordan
"You, Me and Him","Short, Drama, Romance","Romantic Dramas,Romantic Comedies,Dramas,LGBTQ Movies,Comedies,Romantic Movies,British Movies",Daniel Ribeiro
Little Singham: Kaal Ka Badla,"Animation, Action","Children & Family Movies,Comedies,Indian Movies,Action Comedies,Family Comedies,Hindi-Language Movies,Family Adventures,Animation",Prakash Satam
High Score,"Documentary, History","Science & Nature Docs,Docuseries,Science & Nature TV,US TV Shows",
DeMarcus Family Rules,Reality-TV,"Reality TV,US TV Shows,International Reality, Talk & Variety Shows,Variety Entertainment,Reality, Variety & Talk Shows",
Meet the In-Laws,Comedy,"Romantic Dramas,African Movies,Romantic Comedies,Dramas,Comedies,Romantic Movies,Nollywood Movies,International Comedies,International Dramas",Hai-shu Li
Schlag den Star,Game-Show,"Reality TV,Competition Reality TV,German TV Shows",
Star Boot Sale,"Game-Show, Reality-TV","Reality TV,Competition Reality TV,British Programmes",
An Easy Girl,"Comedy, Drama","Social Issue Dramas,Dramas,Comedies,French Films,International Comedies,International Dramas,Critically Acclaimed Films,Critically Acclaimed Dramas,Critically Acclaimed Comedies",Rebecca Zlotowski
Octonauts & the Caves of Sac Actun,"Animation, Adventure, Comedy, Family","Children & Family Movies,Animal Tales,Movies Based on Books,Education for Kids,British Movies,Family Adventures,Animation",Blair Simmons
Heaven Will Wait,Drama,"Dramas,French Dramas,French Movies",Marie-Castille Mention-Schaar
Gunjan Saxena: The Kargil Girl,"Action, Biography, Drama, War","Military Dramas,Action & Adventure,Military Action & Adventure,Social Issue Dramas,Bollywood Films,Dramas,Indian Films,Hindi-language Films,International Action & Adventure,International Dramas",Sharan Sharma
Nigerian Prince,"Crime, Drama, Thriller","Dramas,Independent Films,US Movies,Critically-acclaimed Independent Movies,Critically Acclaimed Films,Critically Acclaimed Dramas",Faraday Okoro
Bread Barbershop,Animation,"Comedy Programmes,TV Cartoons,Kids&#39; TV,Korean Programmes,Animation",
Ackley Bridge,"Drama, Romance","Comedy Programmes,Drama Programmes,British Programmes,Teen Programmes,Social Issue TV Dramas",
Teenage Bounty Hunters,"Comedy, Crime, Drama","Drama Programmes,Crime TV Dramas,Teen Programmes,US TV Programmes,Comedy Programmes,Teen TV Dramas,LGBTQ TV Shows",
The Great Heist,"Crime, Drama, Thriller","Latin American TV Programmes,TV Thrillers",
Baba Parasi,Comedy,"Comedies,Turkish Movies",Selçuk Aydemir
Project Power,"Action, Crime, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Crime Movies,Sci-Fi Thrillers,Action Thrillers,Crime Action,Action Movies,Action & Adventure,Crime Action & Adventure,Sci-Fi,US Movies","Henry Joost, Ariel Schulman"
Fearless,"Action, Biography, Drama, Sport","Children & Family Movies,Sci-Fi & Fantasy,Comedies,Action Comedies,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Sci-Fi Adventure,Sci-Fi,US Movies,Animation",Ronny Yu
(Un)Well,Documentary,"Reality TV,US TV Shows,International Reality, Talk & Variety Shows,Variety Entertainment,Lifestyle,Reality, Variety & Talk Shows",
Kongsuni and Friends,Animation,"TV Cartoons,Kids&#39; TV,Korean TV Shows,Animation",
"Rob Schneider: Asian Momma, Mexican Kids",Comedy,"Comedies,Irreverent Stand-Up Comedy,Stand-Up Comedy,Variety Entertainment",Tyler Spindel
Killing Hasselhoff,Comedy,"Late Night Comedies,Comedies",Darren Grant
Moesha,"Comedy, Drama, Family","Sitcoms,TV Comedies,Teen TV Shows,Family Watch Together TV,US TV Programmes",
Supermarket Sweep,"Family, Game-Show","Reality TV,Competition Reality TV",
Takki,Drama,"Drama Programmes,Middle Eastern TV Programmes,Social Issue TV Dramas",
Where Do I Come From?,Short,"TV Thrillers,Japanese TV Series",Earlene Stevens
Tada Never Falls In Love,"Animation, Comedy, Romance","Anime Series,Comedy Anime,Slice of Life Anime,Romance Anime,Romantic Comedy Anime",
Kanto Wanderer,"Action, Crime","Action & Adventure,Dramas,Japanese Movies,Gangster Action & Adventure,Action Thrillers",Seijun Suzuki
Million Joe,Adventure,"TV Dramas,TV Thrillers,TV Dramas Based on Comics,Social Issue TV Dramas,Japanese TV Series",
Man Who Causes a Storm,Drama,"Dramas,Japanese Movies,Music & Musicals",Umetsugu Inoue
My Friend A,"Biography, Drama, Horror","Dramas,Crime Dramas,Thriller Movies,Movies Based on Books,Japanese Movies,Crime Thrillers",Marc Meyers
Intentions of Murder,Drama,"Dramas,Movies Based on Books,Japanese Movies,Classic Movies,Classic Japanese Movies",Shôhei Imamura
Fuzjko Hemming: A Pianist of Silence & Solitude,Documentary,"Japanese Movies,Music & Musicals,Music & Concert Documentaries,Documentary Films",Sôichirô Komatsu
The Insect Woman,Drama,"Dramas,Japanese Movies,Classic Movies,Classic Japanese Movies",Shôhei Imamura
Joker,"Crime, Drama, Thriller","Social Issue Dramas,Psychological Thrillers,Dramas,Crime Dramas,Thriller Movies,Crime Thrillers,US Movies,Crime Movies,Oscar-Winning Films,Golden Globe Award-Winning Films",Todd Phillips
The Governor,"Crime, Drama","TV Dramas,Political TV Shows,Social Issue TV Dramas",
Word Party Songs,"Animation, Family","Education for Kids,TV Cartoons,Kids&#39; TV,Kids Music,Animation",
Work It,"Comedy, Music","Teen Movies,Comedies,Family Cozy Time,US Movies,Youth Drama Movies",Laura Terruso
Tiny Creatures,"Documentary, Drama, Family","Travel & Adventure Documentaries,Science & Nature Docs,Docuseries,TV Action & Adventure,Nature & Ecology Documentaries,Science & Nature TV,US TV Shows,Family Watch Together TV",
Sing On! Germany,"Game-Show, Music, Reality-TV","Reality TV,Competition Reality TV,Music & Musicals,German TV Shows,Family Watch Together TV,Music,International Reality, Talk & Variety Shows,Variety Entertainment,Reality, Variety & Talk Shows",
The Magic School Bus Rides Again Kids In Space,"Animation, Adventure, Comedy, Family, Sci-Fi","Children & Family Movies,Movies Based on Books,Education for Kids,Canadian Movies,Family Adventures,Animation",Richard Weston
Preman Pensiun,"Comedy, Crime, Drama","Dramas,Comedies,Indonesian Films",Aris Nugraha
Mahasiswi Baru,"Comedy, Drama","Dramas,Comedies,Indonesian Films",Monty Tiwa
Toko Barang Mantan,"Comedy, Drama, Romance","Romantic Dramas,Dramas,Romantic Films,Indonesian Films",Viva Westi
Ananta,"Comedy, Drama, Romance","Romantic Dramas,Dramas,Romantic Films,Films Based on Books,Indonesian Films",Rizki Balki
3 Dara 2,"Comedy, Drama, Fantasy","Dramas,Comedies,Indonesian Films",Monty Tiwa
99 Nama Cinta,"Drama, Romance","Romantic Dramas,Dramas,Romantic Films,Indonesian Films",Danial Rifki
Luccas Neto em: O Hotel Magico,Family,"Children & Family Movies,Brazilian Movies,Comedies,Slapstick Comedies,Brazilian Comedies,Family Comedies,Music & Musicals,Brazilian Music & Musicals",Lucas Margutti
Stars in the Sky: A Hunting Story,Documentary,"Science & Nature Docs,Nature & Ecology Documentaries,Documentary Films,US Movies",Steven Rinella
Diamonds in the Sky,Drama,"African Movies,Social Issue Dramas,Dramas,Nollywood Movies,International Dramas","Anamitra Roy, Sriparna Dey"
Nasha Natasha,"Documentary, Biography, Music","Biographical Documentaries,Music & Musicals,Music & Concert Documentaries,Documentaries,Music,Latin Music,Music and Concert Movies,Latin American Films",Martín Sastre
Once Before,Drama,"Romantic Dramas,Dramas,Romantic Movies,Filipino Movies",Joel Lamangan
Doctor Sleep,"Drama, Fantasy, Horror, Thriller","Horror Movies,Thriller Movies,Movies Based on Books,Supernatural Thrillers,Supernatural Horror Movies",Mike Flanagan
The Last Shot,"Comedy, Romance","Polish Comedies,Polish Movies,Comedies",Jeff Nathanson
Convict,"Action, Crime, Drama","Dramas,Crime Movies,Polish Thrillers,Polish Movies,Crime Dramas,Thriller Movies,Crime Thrillers,Polish Dramas","George Basha, David Field and George Basha"
Intimate Lighting,"Comedy, Drama, Music","Czech Movies,Dramas,Comedies,Classic Dramas,Classic Movies,Classic Comedies",Ivan Passer
If a Thousand Clarinets,"Comedy, Fantasy, Musical","Czech Movies,Comedies,Musicals,Classic Movies,Classic Comedies,Music & Musicals","Vladimír Svitácek, Ján Rohác"
Anelka: Misunderstood,"Documentary, Sport","Sports Documentaries,Biographical Documentaries,Documentaries,Sports Movies,Sports & Fitness,Soccer Movies,French Documentaries,The Beautiful Game,European Movies",Franck Nataf
Worlds Most Wanted,"Action, Adventure, Horror, Sci-Fi","Docuseries,French TV Programmes,True Crime Documentaries,Crime Documentaries,French Documentaries",Marc Forster
Ayamma,Musical,"Romantic Dramas,African Films,Dramas,Romantic Films,Musicals,Music & Musicals,Nollywood Films",Chris Eneaji
Sin City,"Crime, Thriller","African Movies,Psychological Thrillers,Thriller Movies,Mysteries,International Thrillers,Steamy Thrillers,Steamy Thrillers","Robert Rodriguez, Quentin Tarantino, Frank Miller"
Malibu Rescue: The Next Wave,"Action, Adventure, Comedy, Family","Children & Family Films,Comedies,Family Comedies,Action Comedies,US Movies,Family Cozy Time",Savage Steve Holland
Sam Jay: 3 In The Morning,Comedy,"Dark Comedies,Comedies,Irreverent Stand-Up Comedy,Stand-Up Comedy,Variety Entertainment",Kristian Mercado
Mystery Lab,"Documentary, Animation, Comedy, Family, Mystery","Science & Nature Documentaries,Social & Cultural Documentaries,Docuseries,Science & Nature TV,Latin American TV Programmes,Brazilian TV Programmes,Brazilian Documentaries",
The Peanut Butter Falcon,"Adventure, Comedy, Drama","Action & Adventure,Sports Films,Sports Comedies,Dramas,Comedies,Independent Films,Adventures,Independent Action & Adventure","Michael Schwartz, Tyler Nilson"
Can You Keep a Secret?,"Comedy, Romance","Romantic Comedies,Comedies,Independent Films,Romantic Films,Films Based on Books,Romantic Independent Films",Elise Duran
Almost Love,"Comedy, Drama, Romance","Romantic Dramas,Romantic Comedies,Dramas,Comedies,Independent Movies,Romantic Movies,Romantic Independent Movies,LGBTQ Dramas,Romantic LGBTQ Movies,LGBTQ Movies,LGBTQ Comedies",Mike Doyle
Grave,"Animation, Drama, War","Horror Movies,French Movies",Isao Takahata
Good Luck Algeria,"Comedy, Sport","Comedies,French Movies,French Comedies",Farid Bentoumi
Rover Dangerfield,"Animation, Comedy, Family","Children & Family Movies,Animal Tales","Bob Seeley, James L. George"
15 Minutes,"Action, Crime, Drama, Thriller","Action & Adventure,Crime Movies,Crime Action & Adventure,Action Thrillers",John Herzfeld
Immigration Nation,Documentary,"Social & Cultural Docs,Docuseries,US TV Shows",
Skam France,"Drama, Romance","TV Dramas,Teen TV Shows,French TV Shows",
Three Kingdoms,"Action, Drama, History, War","TV Action & Adventure,TV Dramas,Period Pieces,Political TV Shows,TV Shows Based on Books,Mainland Chinese TV Shows",Daniel Lee
Man of Men,"Action, Comedy, Drama","Dark Comedies,Korean Movies,Comedies",Tadashi Sawashima
Legend of Yun Xi,"Fantasy, Romance","TV Dramas,Period Pieces,Romantic TV Dramas,TV Shows Based on Books,Mainland Chinese TV Shows",
Money,"Crime, Mystery, Thriller","Korean Movies,Thriller Movies,Movies Based on Books,Crime Thrillers",Martín Rosete
The Battle: Roar to Victory,"Action, Drama, History, War","Action & Adventure,Military Action & Adventure,Korean Movies,Period Pieces,Blockbuster Action & Adventure",Shin-yeon Won
Connected,"Action, Adventure, Crime, Mystery, Thriller","Science & Nature Docs,Docuseries,Science & Nature TV,US TV Shows",Benny Chan
The Travelling Cat Chronicles,Drama,"Children & Family Movies,Dramas,Movies Based on Books,Japanese Movies",Kôichirô Miki
Mazinger Z: Infinity,"Animation, Action, Sci-Fi","Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Anime,Anime Features,Japanese Movies,Sci-Fi & Fantasy Anime,Mecha & Cyborg Anime,Cyberpunk,Anime Based on Comics",Junji Shimizu
Her Love Boils Bathwater,Drama,"Dramas,Japanese Movies",Ryôta Nakano
Love and Honor,"Drama, Romance, War","Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Japanese Movies,Period Pieces",Danny Mooney
Knives Out,"Comedy, Crime, Drama, Mystery, Thriller","Dark Comedies,Dramas,Comedies,Crime Dramas,Mysteries,US Movies,Crime Comedies,Crime Movies",Rian Johnson
You Are the Apple of My Eye,"Comedy, Drama, Romance","Teen Movies,Romantic Movies,Japanese Movies,Teen Romance,Youth Drama Movies,Japanese Youth Dramas,Romantic Youth Drama",Giddens Ko
"I Do, I Do","Comedy, Fantasy, Romance","Dark Comedies,Romantic Comedies,Comedies,Romantic Films,Singaporean Movies",Ron Oliver
I Not Stupid,"Drama, Comedy","Dramas,Comedies,Singaporean Movies",Jack Neo
Homerun,"Drama, Family","Children & Family Films,Social Issue Dramas,Dramas,Singaporean Movies",Jack Neo
I Not Stupid Too,"Comedy, Drama, Family","Dramas,Comedies,Singaporean Movies",Jack Neo
Be with Me,"Drama, Romance","Romantic Dramas,Dramas,Independent Films,Romantic Films,Romantic Independent Films,Singaporean Movies",Eric Khoo
King of Mahjong,Comedy,"Comedies,Singaporean Movies",Adrian Teh
Banting,"Action, Drama, Sport","Sports Films,Sports Comedies,Dramas,Comedies,Independent Films,Sports Dramas,Singaporean Movies",Raihan Halim
The Best Bet,"Comedy, Drama","Dramas,Comedies,Singaporean Movies",Jack Neo
Meeting the Giant,Drama,"Sports Films,Dramas,Sports Dramas,Singaporean Movies",
Abandoned,"Drama, Mystery, Thriller","Drama Programmes,Thai TV Programmes",Michael Feifer
Rubbers,"Comedy, Romance","Dark Comedies,Romantic Comedies,Comedies,Independent Films,Romantic Films,Romantic Independent Films,Singaporean Movies",Yew Kwang Han
Singapore Dreaming,Drama,"Social Issue Dramas,Dramas,Independent Films,Singaporean Movies","Yen Yen Woo, Colin Goh"
Perfect Rivals,Comedy,"Comedies,Slapstick Comedies,Singaporean Movies",Yew Kwang Han
Sayang Disayang,"Drama, Family, Fantasy, Musical","Sci-Fi & Fantasy,Dramas,Independent Films,Fantasy,Music & Musicals,Singaporean Movies",Sanif Olek
Wanton Mee,Drama,"Social & Cultural Documentaries,Dramas,Food & Travel TV,Documentaries,Singaporean Movies",Eric Khoo
Where Got Ghost?,"Comedy, Horror","Dark Comedies,Comedies,Horror Films,Horror Comedy,Chilling Horror Films,Singaporean Movies","Jack Neo, Boris Boo"
Gone Shopping,"Comedy, Drama","Dramas,Comedies,Independent Films,Singaporean Movies",Li Lin Wee
Forever,"Crime, Drama, Fantasy, Mystery, Sci-Fi","Romantic Comedies,Comedies,Independent Films,Romantic Films,Romantic Independent Films,Singaporean Movies",
Dance Dance Dragon,Comedy,"Children & Family Films,Comedies,Family Comedies,Singaporean Movies",Kat Goh
Ghost Child,Horror,"Horror Films,Singaporean Movies",Gilbert Chan
Bring Back the Dead,Horror,"Horror Films,Films Based on Books,Singaporean Movies",Thean-jeen Lee
881,"Comedy, Drama, Musical","Dramas,Comedies,Slapstick Comedies,Musicals,Music & Musicals,Singaporean Movies",Royston Tan
12 Storeys,"Comedy, Drama","Dramas,Independent Films,Singaporean Movies",Eric Khoo
3 Peas in a Pod,Drama,"Teen Films,Dramas,Singaporean Movies",Michelle Chong
18 Grams of Love,"Comedy, Romance","Romantic Comedies,Comedies,Independent Films,Romantic Films,Romantic Independent Films,Singaporean Movies",Yew Kwang Han
12 Lotus,Drama,"Dramas,Musicals,Music & Musicals,Singaporean Movies",Royston Tan
Ah Boys to Men II,Comedy,"Comedies,Singaporean Movies",Jack Neo
"52Hz, I Love You","Comedy, Musical, Romance","Romantic Comedies,Comedies,Romantic Films,Musicals,Music & Musicals,Taiwanese Movies",Te-Sheng Wei
