Drug,Review,Rating,Condition,Year
Metronidazole,"Was prescribed this medication for BV like everyone else here. And the taste is pretty gross but well worth it. I have spurts of depression Sometimes and this medicine heightened hopeless thoughts for the first couple of days but it went away. Eyes got dry so it was hard to use my contacts, metallic taste, loose stool, lots of farting but honestly if youâ??ve got a solid strong will power this drug isnâ??t so bad. It did not give me a yeast infection like I thought it was going to either so thatâ??s a bonus. Over all it got rid of my BV so it did its job. Now figures crossed it wonâ??t come back for a couple of years, I read this drug caused cancer in mice! Read More Read Less",4.7,Infection caused by Bacteroides Fragilis Bacteria,2021
Metronidazole,I took this drug for a very bad tooth abscess as my wisdom tooth is coming through. I took the drug as prescribed 3 x a day for 7 days and it worked to clear the infection but I don't think I've ever been as poorly in my life. Its horrible the sickness and diarrhoea and the headaches the stomach cramps are the worse its like no pain I've felt before it feels like someones wringing out my insides. It's been 8 days since I stopped taking these tablets and I've been sick and in pain from when I finished the course and ive had loose stools pretty much since I started taking them. I don't think taking this drug is worth it because the side effects were so bad for me maybe it's not as bad if your on a lower dose. Read More Read Less,3.7,Infection Around a Tooth,2021
Metronidazole,"My dentist prescribed this medicine for an abscess below a tooth that needs to come out. I'm allergic to sulfa drugs, have dry sensitive skin, and take medications for other unrelated medical conditions. I'm on day six, and it's working great so far. I'm lucky since that tooth has a very old root canal and crown so no pain. The only side effects I've had are drier skin and some slight dizziness when I first wake up. That's really good in my case as I'm highly sensitive to many medications.    I should mention that I've been seeing the same doctors and dentist for 10 years now, and they are all linked into the same chart system. Each can see all of my prescriptions and over-the-counter medications being prescribed and recommended to me. I think that's a big part of why this antibiotic is working so well for me,  I don't need any pain medication, and side effects are minimal. Therefore, I recommend this medication for my specific condition and short-term use. Read More Read Less",4.7,Infection Around a Tooth,2021
Metronidazole,"I wanted to right this to help other women Tuesday at 2:30am i had to go to the ER and was told I had BV and a bit of UTI. Was prescribed both Metronidazole and Doxycycline twice a day for 10days. I am now as of today (FRIDAY) of day 4 and although my BV is still present I notice the white milky discharge leaving my body. I have to clean my vagina with ph vagina wash every 2 hours it seems. I have had some side effects I BELIVEVE because this morning I decided to ake both pills on an empty stomach BAD IDEA! I experienced HOT FLASHES,VOMIT AND DIAREHHA started having side effects of DIAREHHA yesterday. I feel like its not got to end meaning this BV ..but all I can do is continue to take all the medicine I was given and wait .. hope this helps someone im on day 4 today and 6 days to go - Even on day 4 today I cant even say its cleared up - im just leaking white watery discharge - Ive also experienced some burning and swelling from my vagaina -its itchy a bit Read More Read Less",2.7,Vaginosis caused by Bacteria,2021
Metronidazole,"Seems to take a long time to be effective. Have a mild headache and slight sore throat from it as well as slight abdominal pain. The metal taste is there and this is 3x per day, slightly more inconvenient than 2x daily. Would rather another antibiotic.",3.3,Diverticulitis,2021
Metronidazole,I HATE this medicine so much it’s soooo nasty! I’ve gagged every time and I’ve actually choked on it cus of how big the pill is lol. Butt that metallic taste kills meee! But my doctor recommended taking the pill w some yogurt and it definitely works. It’s still a lil spark of metallic but not as much as the first time I had to take it. Also it works very rapidly. On my like 3rd day everything pretty much cleared up. You just have to make sure to take the entire thing or else the reason why u takin it is gonna come back. ????Read More Read Less,3.0,infection,2020
Metronidazole,"The abcess on my tooth seems to be going down and is definitely less painful and visible but I have been experiencing, headaches, diarrhoea, stomach cramps and nausea. On my 5th day and feel sick for most parts of the day",2.3,Infection Around a Tooth,2020
Metronidazole,"After 3rd day of taking this medicine, I started to feel uneasy, with a strange stretchy feeling and numbness in my hands, feet and other extremities.",2.0,Infection Within the Abdomen,2020
Metronidazole,"Taste is gross but easy to get through. Dizziness, nausea, and Constant diarrhea. Hard to eat anything with an upset stomach. I wanted to stop taking it so badly but Iâ??m hoping to be successful with the whole bottle, to avoid this again.",3.3,Diverticulitis,2020
Metronidazole,My husband had a cyst that became fevered and needed removed.  He had C Diff before from taking Levaquin and can't take many antibiotics without getting C-Diff again.  He is on his 3rd day and doing OK. We found something that works really good for most bowel issues Jarrow's Saccharomyces Boulardii MOS.  He still takes it to keep from having too many bowel movements or loose stools.   It is a type of good yeast(he has candida),3.7,infection caused by bacteria,2020
Metronidazole,"A very nasty drug to take, very harsh on the body. Difficult to swallow, awful metallic taste for 10 days. I was dizzy and collapsed one day towards the end of the 10 days and was unconscious for about 1 min and vomited while unconscious. Luckily I wasn't alone. My condition did improve, but they don't really know what caused it, I was bleeding from the rectum and vomiting. They found diverticula when I had the CT scan, but we don't know if that cause the bleeding. I was also put on another antibiotic at the same time as this one, so I don't know if this one fixed the problem. I would never take this again unless my doctor told me it was the only thing that would work, and I am not sure I would believe that even then.Read More Read Less",3.3,Diverticulitis,2020
Metronidazole,"I started this medication on Friday alongside Doxycycline for bilateral tubo-ovarian abscesses and since Sunday I have been next level nauseous, I canÃ¢Â?Â?t find any type of appetite aside from when I need to take the medication, and this headache will not go away. I have followed all the guidelines for taking this medication, my body is very unhappy with this set of meds. I canÃ¢Â?Â?t wait to be finished on Friday.. will update.",3.7,Pelvic Inflammatory Disease,2020
