title,description,age_rating
Ratsasan,An aspiring film director becomes a cop after his father's death. Now he has to catch a psychopath who is killing school girls before his niece is endangered.,U/A 16+
Chai Biscuit,His doorbell rings at midnight and he let the stranger into the house. And it turns into a night they will never forget.,U/A 13+
Haqeeqat,"Sudha, a widow, is rescued by Ajay from being molested. They fall in love and decide to get married. But is she making a terrible mistake?",U/A 13+
Dora,"A woman spends all her savings to buy a vintage car, only to discover that it is haunted by a revenge-hungry ghost.",U/A 13+
Shivamani,"Pallavi, a newspaper editor, sets out with an honest cop Sivamani to help him reunite with his estranged girlfriend.",U/A 13+
Maram,"Amina is hopeful that her husband, an army man missing for years, will return to her someday. A merchant wants to marry her. Will he be able to convince her?",U
Pete's Dragon,"Pete tells Grace about his friend in the forest called Elliot, a dragon. Not believing Pete, she asks him to take her to Elliot.",U/A 7+
Vachan,"Kamla sacrifices her love and happiness to look after the needs of her family, only to be betrayed by her loved ones. Will they ever realise her value?",U
Dr. Dolittle: Tail to The Chief,Maya Dolittle helps the President with her uncanny ability in averting a dangerous crisis with the help of his disobedient dog.,U
The Little Mermaid: Ariel's Beginning,"In the kingdom of Atlantica where music is forbidden, Ariel discovers her love of an underground music club and sets off to an adventure to revive music.",U
Chunaav,The story of a couple planning to have a child. This short movie touching upon climate change and adoption will make you think.,U/A 13+
Fauci,"""Fauci"" examines the life of Dr. Fauci, a public servant and physician, whose career spans seven presidents, and every pandemic from AIDS to COVID-19.",U/A 13+
Iyer The Great,"Soorya gains the power to foretell accidents, bombings and other disasters, till one day he sees his death. Can he change what is written for him?",U/A 16+
Jigar Kaleja,"Things spiral out of control when a mysterious disease ravages a village. Unexpectedly, Raju, a cab driver, becomes a saviour with his supernatural potential.",U/A 16+
T.J. Miller: Meticulously Ridiculous,T.J Miller showcases his irreverent comedy talents at the Paramount Theater in his hometown of Denver.,U/A 16+
Oru Black & White Kudumbam,Being dark-skinned has been the bone of contention for Antony whose wife and son are fair. This feeling has him creating problems within his family.,U
Season's Greetings,"A man suffering from SAD (Seasonal Affective Disorder), eagerly waits for the summer to end. However, with the onset of monsoon, he faces depression.",U/A 13+
Maha Muduru,Raja and Abhinaya fall in love. Everything is perfect until he has visions that come true and sees himself stabbing her. How will Raja stop this scary future?,U/A 16+
Lady And The Tramp II: Scamp's Adventure,"In search of adventure and real dog life, Scamp the son of Lady and the Tramp runs away to join a gang of junkyard dogs.",U
Monsoon Shootout,A rookie cop's first assignment turns into his life's biggest dilemma - to shoot or not. Does every choice have a price?,U/A 16+
Chilipili Hakkigalu,"Seeing a group of children always up to mischief, their teacher complains to the parents. When the kids are punished, they decide to teach the teacher a lesson.",U
Tarzan II,The tale of Tarzan's misadventures as a boy as he searches for his true identity and the meaning of family.,U
Manmadhudu,"A man who despises women is forced to work with an attractive and smart woman. Will his attempts to get her to quit the job be successful, or will Cupid strike?",U/A 13+
Ayyaare,"A security guard turns into a godman to earn money for his daughter's treatment. Meanwhile, a mechanic falls for a rich girl. How will their lives intersect?",U/A 13+
Pooram,Appu works in a theatre troupe. There is a major twist in his life when he is made the lead actor in a play.,U/A 7+
Singham Returns,"Bad-ass cop Bajirao Singham is back as the DCP of Mumbai. To pave the way for justice, he has to deal with a corrupt politician and an immoral god-man.",U/A 13+
Jack Jack Attack,"When babysitter Kari McKean tries to entertain Jack-Jack Parr with some brainy baby music, she triggers an unusual reaction.",U
Lady And The Tramp,"An adventure about Lady, a pampered cocker spaniel, and Tramp, a roguish mutt, with whom she learns what it means to be footloose and leash-free.",U
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander braves multiple calamities making him wonder if bad things only happen to his family - who all find themselves living through their own terrible, horrible, no good, very bad day.",U/A 7+
Aager Thikana,"Arijit comes back to his ancestral place after a long time, to mend things with his elder brother, Arpan. However, fate has some other plans for Arijit.",U/A 16+
West Side Story,"Forbidden love blooms between Tony and Maria, amidst the rivalry between the Jets and the Sharks, two street gangs of different ethnic backgrounds.",U/A 13+
Rio,"Blu is a Spix's macaw born in Rio De Janeiro but raised in Moose Lake, Minnesota. He meets Jewel and goes on an adventure to Rio de Janeiro with her.",U
Chadurida Chitaragalu,"Famous painter Chandru takes shelter in Ranga's house and rapes Ganga. He later marries her, but she is not happy.",U/A 13+
Exes,"Boy meets girl at a party. He is handsome, she is pretty. The conversation that follows is, however, not quite what you would expect.",U/A 13+
Extreme Flight: The Indian Air Force,The film explores the unique operations conducted by the Indian Air Force in the extreme and hostile environment of the Himalayas.,U
The Last Loan,A funny take on a bank and its corrupt employees and their bank manager who take a commission from every customer who needs a loan.,U/A 13+
Happy Anniversary,"To save their failing marriage, Rahul and Leena throw an anniversary party. However, an unwanted visitor and a crime make a grand scene.",A
Bengal Tiger,"Akash leaves no stone unturned to become popular after getting rejected by a girl. However, his life takes a u-turn when he bumps into his arch-nemesis.",U/A 13+
Virangana,The imperfect life of a theatre artist changes for good when her starring role as Rani Lakshmi Bai offers inner strength to fight her worst fears.,U/A 16+
Alien,"The crew of spaceship Nostromo investigate an alien distress signal, inadvertently bringing aboard an extraterrestrial life form with lethal survival instincts.",U/A 16+
Red Sparrow,"Dominika Egorova, a former ballerina turned Russian intelligence agent, works as a Sparrow where she uses her body as a weapon to entrap a CIA agent.",A
Saga,"A heartwarming tale of humanity! When a young boy encounters a garbage collector in an agonising ordeal, he takes up a mission to help her.",U/A 13+
Mindappennu,"Kunjulakshmi falls in love with Chandran, but he loves Kamala and marries her. When they get separated, Kunjulakshmi tries to reunite them.",U
Ungalukkaga Oruvan,"When a software company CEO, Rishi, returns to India and reunites with his former classmate, little does he know that things are way worse than they look.",U/A 16+
Sakhi Tumi Kar,"Sagar falls in love with Sakhi, the daughter of a powerful zamindar, Asim Dutta. Asim opposes the relationship and wants Sagar hanged. Will love prevail?",U
Haraamkhor,"A married teacher's illicit affair with his teenage student turns into an odd love triangle, when her classmate gets attracted to her.",U/A 16+
Gaja,A holiday meant to reunite with his friend Krishna adds more action and drama to Gaja's life as he fights a rival group that poses a threat to Krishna's life.,A
Diary of a Wimpy Kid: Rodrick Rules,"Back in middle school after a good summer vacation, Greg Heffley and his older brother Rodrick will have to deal with their parents' attempts to have them bond.",U/A 7+
Sister Act 2: Back In The Habit,Singer Deloris Van Cartier goes undercover as the school's new music teacher as she tries to convert her class into a hip-hop gospel choir from heaven.,U/A 7+
Gani,"Happily married to Ganesh, Harini begins suspecting him when she knows of his meeting with his schoolmate Shreya in a hotel. Angry, she takes an extreme step.",U/A 7+
Bibaho Diaries,"Amidst the amusing clash of age-old traditions and new-age solutions, a young couple inspects their relationship before and after marriage.",U/A 13+
Thank U Vitthala,"Haribhau Waghmare, a dabbawala from Mumbai, hopes for a better life. What happens when Lord Vithal grants him a chance to live three different lives?",U/A 13+
Annarakannanum Thannalayathu,"Pavithran dreams of marrying a beautiful lady someday. However, an astrologer predicts that he will marry a widow, leaving him shocked.",U/A 13+
A Child Betrayed: The Calvin Mire Story,"A heartwrenching story of an 11-year-old altar boy, whose views towards the church are shattered when he is sexually abused by his parish priest.",U/A 16+
Gulumal,"Conman Jerry teams up with Ravi, an escaped convict, to carry out a heist. When the plan fails due to their differences, Jerry comes up with a bigger idea.",U/A 13+
Mylanchi,"Mylanchi is a Malayalam thriller drama movie starring Shanavas, Ambika S, Balan K Nair, Janardhanan, Shuba, Anjali Naidu and directed by M Krishnan Nair. Students on a study tour encounter many strange happenings. The place they stay in is said to be haunted too. Is anyone using this haunted story to unleash chaos? Watch the full movie, Mylanchi, online, only on Hotstar.",U/A 13+
